imsi,start,end,startPlot,endPlot,startlatitude,startlongitude,endlatitude,endlongitude,type
460000095007687263,1538548003035,1538548245660,120,126,123.4054337,41.73435974,123.4003372,41.748909000000005,4.0
460000095007687263,1538548245660,1538548442424,126,118,123.4003372,41.748909000000005,123.3922501,41.76182175,4.0
460000095007687263,1538548442424,1538548571871,118,135,123.3922501,41.76182175,123.3636017,41.76478958,4.0
460000095007687263,1538548571871,1538548806946,135,121,123.3636017,41.76478958,123.3297577,41.79167938,4.0
460000095007687263,1538548806946,1538550927375,121,129,123.3297577,41.79167938,123.341301,41.83958817,4.0
460000095007687263,1538559460793,1538559545803,133,122,123.34158329999998,41.83486938,123.33554840000002,41.82492065,4.0
460000095007687263,1538575925651,1538580602334,131,130,123.4106903,41.80588913,123.4041824,41.78815842,4.0
460000095007687263,1538580602334,1538580746508,130,119,123.4041824,41.78815842,123.39682009999999,41.77841949,4.0
460000095007687263,1538580746508,1538580985858,119,123,123.39682009999999,41.77841949,123.3975372,41.7638588,4.0
460000095007687263,1538580985858,1538581516324,123,125,123.3975372,41.7638588,123.40747830000001,41.71160889,4.0
460000095007687263,1538581516324,1538581939300,125,132,123.40747830000001,41.71160889,123.38263700000002,41.67253876,4.0
460000095009768355,1538535351406,1538538014658,435,51,123.42254640000002,41.80387115,123.41519170000001,41.79349136,4.0
460000095009768355,1538549244409,1538549634666,131,112,123.4106903,41.80588913,123.40065,41.79916,4.0
460000095009768355,1538549485455,1538550381510,668,674,123.38937379999999,41.79671097,123.34529109999998,41.7778511,4.0
460000095009768355,1538550381510,1538552117126,674,679,123.34529109999998,41.7778511,123.3152695,41.76459885,4.0
460000095009768355,1538550751462,1538552941638,678,680,123.3141098,41.77170181,123.32441709999999,41.76126862,4.0
460000095009768355,1538552941638,1538555296179,680,670,123.32441709999999,41.76126862,123.34281159999999,41.77489853,4.0
460000095009768355,1538553748413,1538558695107,671,672,123.34278870000001,41.776241299999995,123.35928340000001,41.78012085,4.0
460000095009768355,1538556900809,1538559368130,672,673,123.35928340000001,41.78012085,123.38272090000001,41.7816391,4.0
460000095009768355,1538559412209,1538561519458,673,6,123.38272090000001,41.7816391,123.411911,41.81045914,4.0
460000095009824436,1538528685325,1538532605177,1047,395,123.3925705,41.82117844,123.40415949999999,41.81858826,4.0
460000095009824436,1538531490601,1538537167960,0,62,123.41596979999998,41.80778122,123.41438290000002,41.81169891,3.0
460000095018240151,1538534652462,1538534704463,757,642,123.3980179,41.80838013,123.3872375,41.81021118,4.0
460000095018240151,1538534704463,1538534821562,642,1049,123.3872375,41.81021118,123.3706284,41.81869888,4.0
460000095018240151,1538534821618,1538539169232,1049,606,123.3706284,41.81869888,123.35939029999999,41.80435944,4.0
460000095018240151,1538549577732,1538551055625,446,62,123.38265990000002,41.8101387,123.41438290000002,41.81169891,4.0
460000095018240151,1538550518767,1538551673118,332,546,123.4207916,41.81219864,123.45690159999998,41.82500839,4.0
460000095018240151,1538551673118,1538554798460,546,13,123.45690159999998,41.82500839,123.41667179999999,41.8102417,4.0
460000095018240151,1538554247105,1538556623369,1057,13,123.424881,41.80987929999999,123.41667179999999,41.8102417,4.0
460000095018240151,1538556623369,1538558141821,13,64,123.41667179999999,41.8102417,123.40870670000001,41.80638123,4.0
460000095018240151,1538558141821,1538564904876,64,58,123.40870670000001,41.80638123,123.4136581,41.81689835,4.0
460000095028482910,1538496171342,1538496473265,35,878,123.31221770000002,41.56336975,123.30462649999998,41.4851799,3.0
460000095028482910,1538496473265,1538496489805,878,833,123.30462649999998,41.4851799,123.3042603,41.47729874,3.0
460000095028482910,1538496489805,1538496645661,833,823,123.3042603,41.47729874,123.3132935,41.43418884,4.0
460000095028482910,1538496645661,1538496866246,823,1310,123.3132935,41.43418884,123.2502594,41.39519119,4.0
460000095028482910,1538496866246,1538497012711,1310,1311,123.2502594,41.39519119,123.2049103,41.36706161,4.0
460000095028482910,1538497012711,1538497245827,1311,1316,123.2049103,41.36706161,123.3226318,41.41409683,4.0
460000095028482910,1538497245827,1538498223206,1316,1314,123.3226318,41.41409683,122.8650894,41.12710953,3.0
460000095028482910,1538498223206,1538498317338,1314,881,122.8650894,41.12710953,122.84641270000002,41.11033249,3.0
460000095028482910,1538498317338,1538498380260,881,1312,122.84641270000002,41.11033249,122.8225937,41.08805847,3.0
460000095040541608,1538513166635,1538519997765,642,1068,123.3872375,41.81021118,123.3938675,41.794979100000006,4.0
460000095040541608,1538517353352,1538520367313,916,880,123.3974915,41.79610062,123.3870926,41.78590775,4.0
460000095040541608,1538520367313,1538520377638,880,806,123.3870926,41.78590775,123.38919070000001,41.78546906,3.0
460000095040541608,1538520377638,1538520857689,806,1066,123.38919070000001,41.78546906,123.406723,41.59967041,4.0
460000095040541608,1538520857689,1538520949611,1066,1069,123.406723,41.59967041,123.37487790000002,41.53720856,4.0
460000095040541608,1538520949611,1538520999001,1069,471,123.37487790000002,41.53720856,123.38453670000001,41.54256058,3.0
460000095040591270,1538496064006,1538500113850,1317,756,123.39816280000001,41.81435013,123.40216059999999,41.8132515,4.0
460000095040591270,1538500113850,1538503813425,756,1317,123.40216059999999,41.8132515,123.39816280000001,41.81435013,4.0
460000095040591270,1538533531174,1538535683724,761,133,123.405571,41.81143188,123.34158329999998,41.83486938,4.0
460000095040591270,1538535683724,1538536822183,133,1319,123.34158329999998,41.83486938,123.3611298,41.85953903,4.0
460000095040591270,1538536822183,1538538318523,1319,800,123.3611298,41.85953903,123.31288149999999,41.84870911,4.0
460000095040591270,1538556869100,1538559492220,800,59,123.31288149999999,41.84870911,123.4131699,41.81354904,4.0
460000095040591270,1538561551762,1538567963128,43,756,123.40872959999999,41.80886078,123.40216059999999,41.8132515,4.0
460000095057074060,1538497044573,1538500003264,95,93,123.4362564,41.81409836,123.4435272,41.81632996,3.0
460000095057074060,1538500003264,1538502630252,93,95,123.4435272,41.81632996,123.4362564,41.81409836,4.0
460000095057074060,1538513044703,1538513050563,95,93,123.4362564,41.81409836,123.4435272,41.81632996,3.0
460000095057074060,1538524394905,1538525706755,95,102,123.4362564,41.81409836,123.44982150000001,41.8127594,4.0
460000095057074060,1538525706755,1538525724336,102,103,123.44982150000001,41.8127594,123.45134740000002,41.80987167,4.0
460000095057074060,1538525724336,1538526068705,103,100,123.45134740000002,41.80987167,123.51294709999999,41.81296921,4.0
460000095057074060,1538526068705,1538526638716,100,101,123.51294709999999,41.81296921,123.5773392,41.84096146,4.0
460000095057074060,1538526638716,1538526757364,101,98,123.5773392,41.84096146,123.5701828,41.84872055,4.0
460000095057074060,1538526757364,1538527887621,98,105,123.5701828,41.84872055,123.79701999999999,41.89694977,4.0
460000095057074060,1538527887621,1538528047280,105,97,123.79701999999999,41.89694977,123.84249109999999,41.90208054,4.0
460000095057074060,1538528168199,1538528299439,97,104,123.84249109999999,41.90208054,123.90718079999999,41.90761185,4.0
460000095057074060,1538528299439,1538528681318,104,96,123.90718079999999,41.90761185,123.9822388,41.91376114,4.0
460000095060523239,1538496060368,1538497037025,725,760,123.39153290000002,41.83559036,123.40666200000001,41.82329941,4.0
460000095060523239,1538496399619,1538497144085,761,599,123.405571,41.81143188,123.3960419,41.80461121,4.0
460000095060523239,1538497144085,1538497187511,599,688,123.3960419,41.80461121,123.39026640000002,41.80527878,4.0
460000095060523239,1538497187511,1538497446085,688,53,123.39026640000002,41.80527878,123.3762817,41.8028717,4.0
460000095060523239,1538497313575,1538499032263,626,689,123.36985020000002,41.80355072,123.3788223,41.85937119,4.0
460000095060523239,1538498113700,1538499150120,696,297,123.35199740000002,41.84735107,123.3370209,41.82825851,4.0
460000095060523239,1538499150120,1538499165260,297,122,123.3370209,41.82825851,123.33554840000002,41.82492065,3.0
460000095060523239,1538499165260,1538501763776,122,712,123.33554840000002,41.82492065,123.33093259999998,41.8152504,4.0
460000095060523239,1538499216455,1538501966431,738,748,123.3241501,41.81502914,123.31636809999999,41.80162048,4.0
460000095060523239,1538499333166,1538501844834,748,749,123.31636809999999,41.80162048,123.3303223,41.80522919,4.0
460000095060523239,1538501844834,1538503072909,749,739,123.3303223,41.80522919,123.30506129999999,41.79481125,4.0
460000095060523239,1538547944340,1538551931009,699,273,123.3024979,41.79103851,123.3492432,41.76873016,4.0
460000095060523239,1538551931009,1538553686335,273,210,123.3492432,41.76873016,123.3834229,41.78184128,4.0
460000095060523239,1538553307999,1538554003720,726,704,123.36235049999999,41.78538895,123.3635864,41.7950592,4.0
460000095060523239,1538553808117,1538554539003,719,446,123.36573030000001,41.79813004,123.38265990000002,41.8101387,4.0
460000095060523239,1538554539003,1538554761924,446,660,123.38265990000002,41.8101387,123.3857422,41.82580185,4.0
460000095060523239,1538554761924,1538555524680,660,75,123.3857422,41.82580185,123.41336059999999,41.82601166,4.0
460000095060523239,1538555524680,1538555526684,75,85,123.41336059999999,41.82601166,123.415947,41.82638931,3.0
460000095060523239,1538555526684,1538558630063,85,487,123.415947,41.82638931,123.39832309999998,41.81044006,4.0
460000095060523239,1538555906686,1538559521885,258,201,123.3720703,41.79911041,123.3377228,41.76914978,4.0
460000095060523239,1538559521885,1538560160518,201,767,123.3377228,41.76914978,123.34355159999998,41.75003815,4.0
460000095060523239,1538560160518,1538560429681,767,710,123.34355159999998,41.75003815,123.3691483,41.76670837,4.0
460000095060523239,1538560429681,1538560783309,710,707,123.3691483,41.76670837,123.3877335,41.78232956,4.0
460000095060523239,1538560797019,1538563316849,707,729,123.3877335,41.78232956,123.42530819999999,41.83148956,4.0
460000095060523239,1538562178391,1538562440231,730,529,123.42070770000001,41.83255005,123.45461270000001,41.83404922,4.0
460000095060523239,1538562440231,1538564091939,529,708,123.45461270000001,41.83404922,123.414093,41.86331177,4.0
460000095060523239,1538563953852,1538564463345,724,723,123.4277878,41.86291122,123.49922179999999,41.84148026,4.0
460000095060523239,1538564463345,1538565374938,723,740,123.49922179999999,41.84148026,123.4949493,41.80358887,4.0
460000095060523239,1538565374938,1538565431708,740,709,123.4949493,41.80358887,123.48747250000001,41.80281067,4.0
460000095060523239,1538565431708,1538566902180,709,768,123.48747250000001,41.80281067,123.4653778,41.77112961,4.0
460000095060523239,1538566902180,1538567186022,768,376,123.4653778,41.77112961,123.44046780000001,41.75371933,4.0
460000095060523239,1538567186022,1538567346376,376,746,123.44046780000001,41.75371933,123.4031906,41.7634201,4.0
460000095060523239,1538567346376,1538568502696,746,710,123.4031906,41.7634201,123.3691483,41.76670837,4.0
460000095060523239,1538568466396,1538570604629,731,763,123.3667068,41.76823044,123.3653717,41.78133011,4.0
460000095060523239,1538568970601,1538572621851,711,732,123.3694382,41.77545929,123.3686371,41.79207993,4.0
460000095060523239,1538571244751,1538572189339,742,744,123.3602676,41.7938385,123.3683929,41.81520844,4.0
460000095060523239,1538572189339,1538573362705,744,745,123.3683929,41.81520844,123.3548279,41.8058815,4.0
460000095060523239,1538573362705,1538574424972,745,553,123.3548279,41.8058815,123.3321991,41.81190109,4.0
460000095060523239,1538573493145,1538573803148,482,122,123.3261337,41.80942917,123.33554840000002,41.82492065,4.0
460000095060523239,1538573803148,1538575410791,122,290,123.33554840000002,41.82492065,123.32566070000001,41.7711792,4.0
460000095060523239,1538574959109,1538576081781,201,733,123.3377228,41.76914978,123.35215759999998,41.77743912,4.0
460000095060523239,1538575740497,1538577809096,214,743,123.35279080000001,41.78551102,123.3667831,41.80855179,4.0
460000095060523239,1538576609516,1538577131426,717,734,123.37364960000001,41.81726837,123.3530121,41.81489944,4.0
460000095060523239,1538577131426,1538577503972,734,716,123.3530121,41.81489944,123.3276978,41.82641983,4.0
460000095060523239,1538577503972,1538577681981,716,528,123.3276978,41.82641983,123.34365079999999,41.82538986,4.0
460000095060523239,1538577725276,1538578690070,528,303,123.34365079999999,41.82538986,123.4359512,41.82593155,4.0
460000095060523239,1538578690070,1538579732575,303,65,123.4359512,41.82593155,123.41683959999999,41.82715988,4.0
460000095060523239,1538578916187,1538580194386,54,714,123.3704987,41.8051796,123.36531070000001,41.83895874,4.0
460000095060523239,1538580194386,1538580664971,714,694,123.36531070000001,41.83895874,123.35838319999999,41.85480118,4.0
460000095060523239,1538580425339,1538580757096,696,758,123.35199740000002,41.84735107,123.34655,41.83549881,4.0
460000095060523239,1538580721122,1538580955926,758,750,123.34655,41.83549881,123.3664169,41.82369995,4.0
460000095060523239,1538580955926,1538581183935,750,759,123.3664169,41.82369995,123.37551119999999,41.83227158,4.0
460000095060523239,1538581183935,1538581612001,759,606,123.37551119999999,41.83227158,123.35939029999999,41.80435944,4.0
460000095060523239,1538581612632,1538581703096,606,163,123.35939029999999,41.80435944,123.34884640000001,41.79114151,4.0
460000095060523239,1538581703096,1538581950181,163,150,123.34884640000001,41.79114151,123.33889769999999,41.77386856,4.0
460000095060523239,1538581950181,1538582019463,150,212,123.33889769999999,41.77386856,123.35494229999999,41.76934052,4.0
460000095060523239,1538582019463,1538582044795,212,751,123.35494229999999,41.76934052,123.35832979999999,41.76795959,3.0
460000095060523239,1538582044795,1538582117046,751,752,123.35832979999999,41.76795959,123.3745193,41.76560974,4.0
460000095060523239,1538582117046,1538582128694,752,753,123.3745193,41.76560974,123.38121029999999,41.76419067,4.0
460000095062225863,1538562802706,1538565753126,1322,197,123.19116969999999,41.68534088,123.5041275,41.64099884,4.0
460000095062225863,1538564046113,1538566487089,1326,1327,123.49598689999999,41.63759995,123.4642105,41.72201157,4.0
460000095062225863,1538566487089,1538567097483,1327,180,123.4642105,41.72201157,123.3912888,41.76742935,4.0
460000095062225863,1538567097483,1538567408524,180,194,123.3912888,41.76742935,123.4003906,41.7820015,4.0
460000095062225863,1538567269513,1538569056477,1321,43,123.3970108,41.78289032,123.40872959999999,41.80886078,4.0
460000095062225863,1538575470052,1538580142824,43,1323,123.40872959999999,41.80886078,123.3990936,41.78593063,4.0
460000095063856923,1538509062120,1538510254330,967,318,123.4012222,41.85905838,123.4206696,41.82857895,4.0
460000095063856923,1538575434902,1538579717579,576,1251,123.42252350000001,41.82743073,123.4256592,41.82775879,3.0
460000095063856923,1538578600561,1538581726441,495,56,123.41976170000001,41.82294846,123.41198729999999,41.8078804,4.0
460000095063881983,1538515760216,1538516482390,10,253,123.4128571,41.80469894,123.41542050000001,41.80363083,3.0
460000095063881983,1538516482390,1538519393555,253,0,123.41542050000001,41.80363083,123.41596979999998,41.80778122,4.0
460000095063881983,1538576788630,1538577673394,56,10,123.41198729999999,41.8078804,123.4128571,41.80469894,3.0
460000095063881983,1538577673394,1538577926665,10,649,123.4128571,41.80469894,123.4267578,41.80054855,4.0
460000095063881983,1538577926665,1538581288265,649,253,123.4267578,41.80054855,123.41542050000001,41.80363083,4.0
460000095063979850,1538528127474,1538532601870,710,281,123.3691483,41.76670837,123.36646270000001,41.76753998,3.0
460000095063979850,1538532601870,1538532755010,281,271,123.36646270000001,41.76753998,123.3614578,41.76667023,4.0
460000095063979850,1538532755010,1538532974078,271,273,123.3614578,41.76667023,123.3492432,41.76873016,4.0
460000095063979850,1538532974078,1538533569128,273,1339,123.3492432,41.76873016,123.29022979999999,41.76979828,4.0
460000095063979850,1538533569128,1538533810771,1339,1343,123.29022979999999,41.76979828,123.23985290000002,41.7648201,4.0
460000095063979850,1538533810771,1538533980198,1343,1350,123.23985290000002,41.7648201,123.2273483,41.76507187,4.0
460000095063979850,1538533980198,1538534052062,1350,1205,123.2273483,41.76507187,123.19760890000002,41.76462173,4.0
460000095063979850,1538534252996,1538535164401,1352,1334,123.18472290000001,41.75967026,123.16499329999999,41.743640899999995,4.0
460000095063979850,1538543605154,1538544245548,1334,1351,123.16499329999999,41.743640899999995,123.18740079999999,41.77779007,4.0
460000095063979850,1538544245548,1538544386745,1351,1332,123.18740079999999,41.77779007,123.1894608,41.78302002,3.0
460000095063979850,1538544386745,1538544480284,1332,1333,123.1894608,41.78302002,123.1947632,41.79299164,4.0
460000095063979850,1538544480284,1538544553282,1333,1348,123.1947632,41.79299164,123.1914215,41.82538986,4.0
460000095063979850,1538544553282,1538544681847,1348,1349,123.1914215,41.82538986,123.19892879999999,41.83605957,3.0
460000095063979850,1538544681847,1538544958417,1349,146,123.19892879999999,41.83605957,123.21861270000001,41.87506866,4.0
460000095063979850,1538544958417,1538544959869,146,1346,123.21861270000001,41.87506866,123.21820829999999,41.85871124,4.0
460000095063979850,1538544959869,1538545028093,1346,146,123.21820829999999,41.85871124,123.21861270000001,41.87506866,4.0
460000095063979850,1538545028093,1538545180924,146,1118,123.21861270000001,41.87506866,123.1963196,41.87314987,4.0
460000095063979850,1538545180924,1538545525862,1118,1342,123.1963196,41.87314987,123.0633774,41.91463089,3.0
460000095063979850,1538545525862,1538545706478,1342,1335,123.0633774,41.91463089,123.06172179999999,41.92488098,3.0
460000095063979850,1538545706478,1538545875101,1335,1342,123.06172179999999,41.92488098,123.0633774,41.91463089,3.0
460000095063979850,1538545875101,1538546219780,1342,1335,123.0633774,41.91463089,123.06172179999999,41.92488098,3.0
460000095063979850,1538546219780,1538546697182,1335,1347,123.06172179999999,41.92488098,122.99569699999999,41.97851181,3.0
460000095063979850,1538546697182,1538548684621,1347,1353,122.99569699999999,41.97851181,122.9729919,41.97909927,3.0
460000095063979850,1538546725956,1538548870022,1353,152,122.9729919,41.97909927,123.01329799999999,41.95848083,3.0
460000095063979850,1538546949114,1538547139871,152,1347,123.01329799999999,41.95848083,122.99569699999999,41.97851181,3.0
460000095063979850,1538547139871,1538548203950,1347,1336,122.99569699999999,41.97851181,122.9704895,41.99243164,3.0
460000095063979850,1538548203950,1538548391144,1336,160,122.9704895,41.99243164,122.9983902,42.02111053,3.0
460000095063979850,1538548391144,1538548936834,160,1337,122.9983902,42.02111053,123.0349503,41.96205902,3.0
460000095063979850,1538548936834,1538548993116,1337,1338,123.0349503,41.96205902,123.0257492,41.95175934,3.0
460000095063979850,1538549030137,1538549390914,1338,1335,123.0257492,41.95175934,123.06172179999999,41.92488098,3.0
460000095063979850,1538549390914,1538549657221,1335,1342,123.06172179999999,41.92488098,123.0633774,41.91463089,3.0
460000095063979850,1538549657221,1538549979615,1342,1340,123.0633774,41.91463089,123.10964969999999,41.91384888,3.0
460000095063979850,1538550091079,1538550192489,1340,1356,123.10964969999999,41.91384888,123.12214660000001,41.9006691,3.0
460000095063979850,1538550192489,1538550366210,1356,1118,123.12214660000001,41.9006691,123.1963196,41.87314987,4.0
460000095063979850,1538554742438,1538554876666,1118,1346,123.1963196,41.87314987,123.21820829999999,41.85871124,4.0
460000095063979850,1538554840859,1538556149635,1346,716,123.21820829999999,41.85871124,123.3276978,41.82641983,4.0
460000095063979850,1538556149635,1538556225963,716,297,123.3276978,41.82641983,123.3370209,41.82825851,4.0
460000095063979850,1538556225963,1538556240717,297,331,123.3370209,41.82825851,123.34983829999999,41.8263092,4.0
460000095063979850,1538556338979,1538556488133,331,634,123.34983829999999,41.8263092,123.3848801,41.81599045,4.0
460000095063979850,1538556488133,1538556547895,634,436,123.3848801,41.81599045,123.3919601,41.81158066,3.0
460000095064919090,1538507423234,1538508118494,220,221,123.41931149999999,41.78630829,123.42214969999999,41.78771973,3.0
460000095064919090,1538547760054,1538553798058,219,187,123.42707820000001,41.78303909,123.4268494,41.78609085,3.0
460000095064990351,1538522624162,1538523957329,60,1358,123.4008865,41.80546951,123.4117737,41.83089066,4.0
460000095064990351,1538523957329,1538524341648,1358,919,123.4117737,41.83089066,123.40798190000001,41.85531998,4.0
460000095064990351,1538524341648,1538527010703,919,1360,123.40798190000001,41.85531998,123.40113829999999,41.86730957,4.0
460000095064990351,1538524568432,1538528461181,1359,655,123.399498,41.86359024,123.4087219,41.85224915,4.0
460000095064990351,1538528461181,1538528772988,655,657,123.4087219,41.85224915,123.41139220000001,41.83663177,4.0
460000095071779102,1538544276098,1538548596948,496,398,123.4052505,41.81732178,123.4064331,41.81716919,3.0
460000095071779102,1538549728587,1538552252804,398,514,123.4064331,41.81716919,123.41043090000001,41.81703186,3.0
460000095071779102,1538552252804,1538552611672,514,80,123.41043090000001,41.81703186,123.41336820000001,41.81906128,4.0
460000095071779102,1538552611672,1538555774957,80,1062,123.41336820000001,41.81906128,123.41429140000001,41.83049011,4.0
460000095071779102,1538553798778,1538558507425,1062,65,123.41429140000001,41.83049011,123.41683959999999,41.82715988,4.0
460000095071779102,1538558319553,1538558718974,324,89,123.42635349999999,41.81867981,123.42485049999999,41.80847931,4.0
460000095071779102,1538558718974,1538561524599,89,64,123.42485049999999,41.80847931,123.40870670000001,41.80638123,4.0
460000095071779102,1538563629312,1538568406569,43,80,123.40872959999999,41.80886078,123.41336820000001,41.81906128,4.0
460000095073912558,1538542059396,1538546728205,718,76,123.4068375,41.81980896,123.40944669999999,41.81962967,3.0
460000095073912558,1538544085288,1538551039938,1096,1097,123.40190890000001,41.82228088,123.39816280000001,41.82403183,4.0
460000095073912558,1538558785218,1538562159287,76,718,123.40944669999999,41.81962967,123.4068375,41.81980896,3.0
460000095073912558,1538561132656,1538562746797,76,56,123.40944669999999,41.81962967,123.41198729999999,41.8078804,4.0
460000095073912558,1538562746797,1538568771726,56,193,123.41198729999999,41.8078804,123.41407009999999,41.79787827,4.0
460000095073912558,1538563470506,1538569954331,77,131,123.418869,41.79587936,123.4106903,41.80588913,4.0
460000095073912558,1538569954331,1538570076509,131,62,123.4106903,41.80588913,123.41438290000002,41.81169891,4.0
460000095073912558,1538570076509,1538570771474,62,1094,123.41438290000002,41.81169891,123.4059067,41.82046127,4.0
460000095073912558,1538570370186,1538574331364,760,76,123.40666200000001,41.82329941,123.40944669999999,41.81962967,4.0
460000095074423059,1538530470719,1538531215510,33,16,123.45047,41.77920914,123.43782040000002,41.75955963,4.0
460000095074423059,1538531106428,1538531736202,18,38,123.4354477,41.75598145,123.4528885,41.70713043,4.0
460000095074423059,1538531736202,1538531807527,38,40,123.4528885,41.70713043,123.4351273,41.69882965,4.0
460000095074423059,1538531807527,1538532164420,40,28,123.4351273,41.69882965,123.34970859999999,41.71292114,4.0
460000095074423059,1538532164420,1538532166380,28,27,123.34970859999999,41.71292114,123.319313,41.70632172,4.0
460000095074423059,1538532166380,1538532777702,27,35,123.319313,41.70632172,123.31221770000002,41.56336975,3.0
460000095074423059,1538532777702,1538532790924,35,39,123.31221770000002,41.56336975,123.33004,41.57017899,3.0
460000095074423059,1538532790924,1538533578474,39,21,123.33004,41.57017899,123.3370209,41.51704025,3.0
460000095074423059,1538533013180,1538536141521,34,20,123.33721159999999,41.52492142,123.3352509,41.53427887,3.0
460000095074423059,1538533845066,1538536262647,19,31,123.3458862,41.53760147,123.3478012,41.55226898,3.0
460000095074423059,1538536262647,1538541150874,31,20,123.3478012,41.55226898,123.3352509,41.53427887,3.0
460000095074423059,1538539081586,1538542960646,19,20,123.3458862,41.53760147,123.3352509,41.53427887,3.0
460000095074423059,1538542960646,1538542984776,20,19,123.3352509,41.53427887,123.3458862,41.53760147,3.0
460000095074423059,1538542984776,1538548532751,19,21,123.3458862,41.53760147,123.3370209,41.51704025,3.0
460000095074423059,1538552469330,1538555897945,21,31,123.3370209,41.51704025,123.3478012,41.55226898,3.0
460000095074423059,1538555897945,1538556932801,31,41,123.3478012,41.55226898,123.37406920000001,41.51490021,3.0
460000095074423059,1538556932801,1538557039177,41,19,123.37406920000001,41.51490021,123.3458862,41.53760147,3.0
460000095074423059,1538557039177,1538557337961,19,29,123.3458862,41.53760147,123.3864212,41.516819,3.0
460000095074423059,1538557337961,1538558450795,29,21,123.3864212,41.516819,123.3370209,41.51704025,3.0
460000095074423059,1538558450795,1538558482176,21,32,123.3370209,41.51704025,123.33010859999999,41.53659821,3.0
460000095074423059,1538558536222,1538559817887,32,22,123.33010859999999,41.53659821,123.32144170000001,41.69348907,3.0
460000095074423059,1538559817887,1538560090430,22,30,123.32144170000001,41.69348907,123.36833190000002,41.71891022,4.0
460000095074423059,1538560090430,1538562013833,30,37,123.36833190000002,41.71891022,123.4412384,41.76774979,4.0
460000095074424637,1538560980043,1538568060885,42,53,123.3819504,41.79463959,123.3762817,41.8028717,4.0
460000095074424637,1538567609007,1538570261076,54,43,123.3704987,41.8051796,123.40872959999999,41.80886078,4.0
460000095074465569,1538496342343,1538501179477,809,605,123.41928100000001,41.80438995,123.43235020000002,41.79656982,4.0
460000095074465569,1538513730928,1538513976161,1292,611,123.4570999,41.78989029,123.45909879999999,41.78776169,3.0
460000095074465569,1538569461903,1538569903466,1292,1295,123.4570999,41.78989029,123.46103670000001,41.78752899,3.0
460000095074465569,1538569903466,1538570254705,1295,1298,123.46103670000001,41.78752899,123.47383880000001,41.76929092,4.0
460000095074465569,1538570254705,1538571561035,1298,1296,123.47383880000001,41.76929092,123.51300810000001,41.74718094,4.0
460000095074465569,1538571561035,1538572966352,1296,1293,123.51300810000001,41.74718094,123.53073119999999,41.74654007,4.0
460000095074465569,1538571747263,1538577348195,1293,1297,123.53073119999999,41.74654007,123.5116196,41.74945831,4.0
