,imsi,longitude,latitude,newPlot,start,end,stayTime,home,work
126,460000095074423059,123.33780927,41.52124023,34.0,2018-10-03 13:02:40.646,2018-10-03 14:35:32.751,92.86841666666666,False,False
127,460000095074423059,123.33847615,41.54076672,20.0,2018-10-03 16:38:17.945,2018-10-03 17:22:16.222,43.97128333333333,False,False
129,460000095074424637,123.40733611,41.79248683,48.0,2018-10-03 07:15:25.865,2018-10-03 19:13:00.125,717.571,False,False
131,460000095074465569,123.42208292,41.80343747,435.0,2018-10-03 00:05:42.343,2018-10-03 01:26:19.477,80.6189,True,False
132,460000095074465569,123.45333861,41.78654194,1290.0,2018-10-03 05:55:01.369,2018-10-03 07:20:18.161,85.27986666666668,False,False
133,460000095074465569,123.45205478,41.78653093,1290.0,2018-10-03 08:18:49.328,2018-10-03 09:34:10.645,75.35528333333333,False,False
134,460000095074465569,123.45250700000001,41.78591919,1290.0,2018-10-03 10:04:49.358,2018-10-03 13:56:01.484,231.2021,False,False
136,460000095074465569,123.45336289,41.78626078,1290.0,2018-10-03 15:17:31.285,2018-10-03 16:37:07.769,79.60806666666667,False,True
137,460000095074465569,123.52630042,41.74670029,1293.0,2018-10-03 20:59:21.035,2018-10-03 21:22:46.352,23.42195,True,False
139,460000095074467156,123.57648636,41.90279812,986.0,2018-10-03 08:31:35.239,2018-10-03 09:08:52.776,37.29228333333333,False,False
140,460000095074467156,123.58168789999999,41.90238953,986.0,2018-10-03 10:26:10.270,2018-10-03 11:34:15.144,68.08123333333333,False,True
141,460000095074467156,123.58168789999999,41.90238953,986.0,2018-10-03 12:16:10.796,2018-10-03 13:31:10.024,74.98713333333333,False,False
142,460000095074467156,123.58168789999999,41.90238953,986.0,2018-10-03 14:03:00.058,2018-10-03 14:38:44.692,35.743900000000004,False,True
143,460000095074467156,123.45618567,41.74982643,1003.0,2018-10-03 17:43:41.358,2018-10-03 18:08:22.970,24.693533333333335,False,False
144,460000095074467156,123.4186271,41.80186789,1093.0,2018-10-03 20:39:06.441,2018-10-03 21:11:23.044,32.276716666666665,True,False
145,460000095074467156,123.45940954,41.75225483,581.0,2018-10-03 21:15:53.075,2018-10-03 21:48:14.310,32.35391666666666,True,False
146,460000095074476402,123.40998294,41.80935979,43.0,2018-10-03 00:01:57.745,2018-10-03 02:48:03.686,166.09901666666667,True,False
148,460000095074476402,123.41309255,41.81491369,55.0,2018-10-03 12:28:07.019,2018-10-03 14:14:06.417,105.98996666666667,False,False
149,460000095074476402,123.41169822,41.81262915,59.0,2018-10-03 15:38:28.802,2018-10-03 18:39:02.444,180.5607,False,False
150,460000095074476402,123.41295623,41.80968303,6.0,2018-10-03 21:34:00.881,2018-10-03 23:55:42.330,141.69081666666668,True,False
151,460000095079109575,123.42086029999999,41.81906128,317.0,2018-10-03 00:06:32.487,2018-10-03 01:02:45.875,56.22313333333333,True,False
152,460000095079109575,123.42086029999999,41.81906128,317.0,2018-10-03 01:39:08.575,2018-10-03 01:58:53.426,19.74751666666667,True,False
153,460000095079109575,123.42086029999999,41.81906128,317.0,2018-10-03 03:01:51.486,2018-10-03 04:36:01.140,94.16090000000001,True,False
154,460000095079109575,123.42086029999999,41.81906128,317.0,2018-10-03 05:10:10.640,2018-10-03 06:35:54.967,85.73878333333333,True,False
155,460000095079109575,123.42083306,41.81893812,317.0,2018-10-03 07:06:21.546,2018-10-03 08:16:27.525,70.09965000000001,False,False
156,460000095079109575,123.40654375,41.80113316,400.0,2018-10-03 09:02:46.519,2018-10-03 09:57:12.056,54.42561666666666,False,True
157,460000095079109575,123.35043329999999,41.70307922,682.0,2018-10-03 10:31:25.010,2018-10-03 12:01:12.606,89.79326666666665,False,False
159,460000095080923032,123.41030624,41.78654405,441.0,2018-10-03 00:06:46.647,2018-10-03 01:21:06.062,74.32358333333333,True,False
160,460000095080923032,123.40442999,41.76548809,1300.0,2018-10-03 01:57:10.694,2018-10-03 03:32:34.235,95.39235000000001,True,False
161,460000095080923032,123.40450290000001,41.76560974,1300.0,2018-10-03 04:31:18.043,2018-10-03 06:10:35.921,99.29796666666667,True,False
162,460000095080923032,123.40450290000001,41.76560974,1300.0,2018-10-03 09:20:40.906,2018-10-03 11:13:40.137,112.98718333333333,False,True
164,460000095080923032,123.40432314,41.82591163,1391.0,2018-10-03 12:10:24.430,2018-10-03 14:09:09.352,118.7487,False,False
165,460000095080923032,123.40727997,41.83174419,1250.0,2018-10-03 14:40:53.948,2018-10-03 15:21:22.184,40.4706,False,True
167,460000095080923032,123.40450290000001,41.76560974,1300.0,2018-10-03 22:47:00.055,2018-10-03 23:07:10.672,20.176949999999998,True,False
169,460000095080958864,123.42732240000002,41.80459976,648.0,2018-10-03 12:59:37.289,2018-10-03 13:17:30.140,17.880850000000002,False,False
170,460000095080958864,123.42732240000002,41.80459976,648.0,2018-10-03 13:53:45.098,2018-10-03 14:34:48.140,41.0507,False,False
171,460000095080958864,123.4272709,41.80211067,647.0,2018-10-03 15:41:41.341,2018-10-03 16:16:43.141,35.03,False,True
172,460000095080958864,123.42760277,41.80296707,648.0,2018-10-03 17:06:09.875,2018-10-03 17:33:09.236,26.98935,False,False
174,460000095080958864,123.40650255,41.83991089,659.0,2018-10-03 20:05:25.667,2018-10-03 21:22:01.796,76.60215,True,False
175,460000095080958864,123.3965815,41.819010299999995,61.0,2018-10-03 22:22:32.739,2018-10-03 22:51:38.094,29.08925,True,False
176,460000095080968055,123.39201355,41.849701399999994,1041.0,2018-10-03 05:59:49.359,2018-10-03 06:54:02.750,54.22318333333333,True,False
177,460000095080968055,123.36979933,41.85191981,1037.0,2018-10-03 07:22:35.615,2018-10-03 07:47:57.050,25.35725,False,False
178,460000095080968055,123.39642154,41.85241946,1035.0,2018-10-03 08:31:26.816,2018-10-03 09:52:31.073,81.07095,False,False
179,460000095080968055,123.31288149999999,41.84870911,800.0,2018-10-03 10:07:28.948,2018-10-03 10:43:02.593,35.56075,False,True
180,460000095080968055,123.38622639,41.85048803,386.0,2018-10-03 13:16:30.021,2018-10-03 14:35:46.112,79.26818333333334,False,False
181,460000095080968055,123.39763640000001,41.83830346,1144.0,2018-10-03 15:57:30.903,2018-10-03 17:07:41.087,70.16973333333334,False,False
183,460000095080968055,123.4106903,41.80588913,131.0,2018-10-03 19:23:14.510,2018-10-03 19:53:28.870,30.23933333333333,False,False
184,460000095080968055,123.4106903,41.80588913,131.0,2018-10-03 20:33:19.375,2018-10-03 20:56:02.339,22.716066666666666,True,False
185,460000095080968055,123.4035301,41.85612297,280.0,2018-10-03 22:17:59.605,2018-10-03 22:51:08.671,33.1511,True,False
187,460000095083457844,123.42804847,41.812464399999996,9.0,2018-10-03 15:18:59.037,2018-10-03 15:42:16.845,23.2968,False,True
189,460000095083457844,123.35165406,41.66677066,468.0,2018-10-03 16:13:45.217,2018-10-03 17:56:08.961,102.39573333333333,False,False
192,460000095083457844,123.39906311,41.80248718,478.0,2018-10-03 20:48:38.884,2018-10-03 21:46:40.553,58.027816666666666,True,False
193,460000095083457844,123.40065,41.79916,112.0,2018-10-03 23:06:42.537,2018-10-03 23:29:54.539,23.200033333333334,True,False
194,460000095083470449,123.40678088,41.78228505,1413.0,2018-10-03 00:08:50.100,2018-10-03 00:50:26.359,41.60431666666667,True,False
195,460000095083470449,123.34428862,41.78893661,162.0,2018-10-03 01:01:14.959,2018-10-03 01:17:43.365,16.473433333333332,True,False
196,460000095083470449,123.41112425,41.784440999999994,1308.0,2018-10-03 01:23:10.994,2018-10-03 01:54:12.959,31.03275,True,False
197,460000095083470449,123.42011263,41.78624725,220.0,2018-10-03 10:36:37.596,2018-10-03 11:02:26.657,25.81768333333333,False,True
198,460000095083470449,123.3239975,41.79193370000001,1016.0,2018-10-03 11:23:43.027,2018-10-03 11:52:39.536,28.941816666666668,False,True
199,460000095083470449,123.38093719,41.78625793,1012.0,2018-10-03 15:59:00.809,2018-10-03 16:44:04.539,45.06216666666667,False,True
200,460000095083470449,123.40351769,41.78825748,130.0,2018-10-03 17:18:01.188,2018-10-03 20:13:11.252,175.16773333333333,False,False
201,460000095083470449,123.41006469,41.78449103,1018.0,2018-10-03 20:41:49.255,2018-10-03 22:16:37.293,94.80063333333332,True,False
202,460000095083470449,123.42043281,41.821198700000004,495.0,2018-10-03 22:33:32.264,2018-10-03 23:55:33.866,82.02669999999999,True,False
203,460000095083499334,123.527092,41.82112885,494.0,2018-10-03 00:00:48.928,2018-10-03 01:09:04.515,68.25978333333333,True,False
204,460000095083499334,123.527092,41.82112885,494.0,2018-10-03 01:42:08.174,2018-10-03 02:00:16.156,18.133033333333334,True,False
205,460000095083499334,123.52651216,41.82108634,494.0,2018-10-03 02:34:18.918,2018-10-03 06:42:04.287,247.75615000000002,True,False
206,460000095083499334,123.527092,41.82112885,494.0,2018-10-03 07:15:48.971,2018-10-03 07:50:49.200,35.003816666666665,False,False
207,460000095083499334,123.527092,41.82112885,494.0,2018-10-03 08:40:14.667,2018-10-03 09:19:34.124,39.324283333333334,False,False
208,460000095083499334,123.52404783,41.82090569,497.0,2018-10-03 10:26:27.386,2018-10-03 10:48:37.113,22.16211666666667,False,True
209,460000095083499334,123.50867004,41.80733872,522.0,2018-10-03 14:00:50.706,2018-10-03 14:26:09.265,25.309316666666668,False,True
214,460000095083499334,123.47662658,41.8167305,614.0,2018-10-03 17:23:50.337,2018-10-03 17:43:52.776,20.040650000000003,False,False
215,460000095083499334,123.41024270000001,41.71945,127.0,2018-10-03 18:11:53.456,2018-10-03 18:33:50.703,21.954116666666668,False,False
218,460000095083499334,123.41226195,41.77196312,1209.0,2018-10-03 20:05:19.653,2018-10-03 20:43:10.190,37.84228333333333,True,False
219,460000095083499334,123.40630986,41.82143065,1095.0,2018-10-03 21:21:24.578,2018-10-03 22:51:33.693,90.15191666666666,True,False
220,460000095083499334,123.5324033,41.81520112,545.0,2018-10-03 23:06:17.543,2018-10-03 23:55:14.116,48.942883333333334,True,False
221,460000095083818745,123.39267849999999,41.78815396,1366.0,2018-10-03 00:00:28.448,2018-10-03 03:06:23.235,185.91311666666667,True,False
222,460000095083818745,123.3956909,41.79013824,1082.0,2018-10-03 06:17:50.570,2018-10-03 06:49:40.572,31.833366666666667,True,False
223,460000095083818745,123.39550322,41.78979263,1082.0,2018-10-03 07:37:29.752,2018-10-03 08:42:46.569,65.28028333333333,False,False
224,460000095083818745,123.38444215,41.79016533,1365.0,2018-10-03 09:48:58.567,2018-10-03 10:49:34.246,60.59465,False,True
225,460000095083818745,123.3726807,41.79486084,445.0,2018-10-03 11:39:38.395,2018-10-03 12:13:23.720,33.75541666666667,False,False
226,460000095083818745,123.38214049,41.79188315,1363.0,2018-10-03 12:57:44.092,2018-10-03 14:56:54.725,119.17721666666667,False,False
227,460000095083818745,123.39384353,41.78842435,1364.0,2018-10-03 15:50:44.106,2018-10-03 17:03:50.475,73.10615,False,False
228,460000095083818745,123.39770365,41.79354691,1132.0,2018-10-03 20:00:47.714,2018-10-03 21:50:57.391,110.16128333333333,True,False
229,460000095083818745,123.40973475,41.8017044,348.0,2018-10-03 23:25:19.518,2018-10-03 23:52:36.228,27.2785,True,False
230,460000095084416880,123.40553983,41.74009418,481.0,2018-10-03 03:44:47.724,2018-10-03 04:51:26.640,66.6486,True,False
236,460000095084416880,123.45024395,41.80823088,103.0,2018-10-03 17:49:53.229,2018-10-03 18:27:31.079,37.630833333333335,False,False
238,460000095084416880,123.41446687,41.81147131,62.0,2018-10-03 20:26:54.577,2018-10-03 20:46:03.703,19.1521,True,False
240,460000095084416880,123.47618357,41.77234523,580.0,2018-10-03 21:23:47.846,2018-10-03 21:56:40.137,32.871516666666665,True,False
241,460000095084416880,123.45454280000001,41.78558032,1291.0,2018-10-03 22:12:40.527,2018-10-03 22:49:33.882,36.88925,True,False
243,460000095084416880,123.4240626,41.82130686,79.0,2018-10-03 23:00:09.832,2018-10-03 23:50:28.637,50.31341666666666,True,False
244,460000095084420542,123.40431550000001,41.81939358,395.0,2018-10-03 00:59:52.395,2018-10-03 02:57:39.900,117.79175000000001,True,False
245,460000095084420542,123.4045105,41.82040024,1032.0,2018-10-03 03:36:25.040,2018-10-03 04:05:44.990,29.3325,True,False
246,460000095084420542,123.4042765,41.81919225,395.0,2018-10-03 05:43:47.636,2018-10-03 06:13:16.830,29.486566666666665,True,False
247,460000095084420542,123.3880735,41.81848635,1046.0,2018-10-03 08:53:28.416,2018-10-03 09:36:01.950,42.5589,False,False
248,460000095084420542,123.40872959999999,41.80886078,43.0,2018-10-03 23:01:30.932,2018-10-03 23:44:25.003,42.90118333333333,True,False
249,460000095084437788,123.42012075,41.8005071,1051.0,2018-10-03 21:43:37.301,2018-10-03 23:13:14.526,89.62041666666667,True,False
250,460000095084486097,123.41529007,41.82634506,85.0,2018-10-03 00:01:09.690,2018-10-03 00:39:10.780,38.018166666666666,True,False
252,460000095084486097,123.43905447,41.79272365,73.0,2018-10-03 09:07:20.834,2018-10-03 09:37:51.211,30.506283333333332,False,True
253,460000095084486097,123.4412203,41.79214335,81.0,2018-10-03 11:56:24.552,2018-10-03 12:33:20.459,36.931783333333335,False,False
254,460000095084486097,123.41258494,41.82416789,68.0,2018-10-03 13:02:22.256,2018-10-03 14:51:56.465,109.57015,False,False
255,460000095084486097,123.41851045,41.80606143,186.0,2018-10-03 17:35:39.240,2018-10-03 18:08:55.845,33.27675,False,False
256,460000095084486097,123.41638075,41.82648986,85.0,2018-10-03 22:54:41.805,2018-10-03 23:52:16.167,57.572700000000005,True,False
257,460000095084492531,123.36833190000002,41.80548096,618.0,2018-10-03 07:52:11.089,2018-10-03 09:39:00.846,106.82928333333332,False,False
258,460000095084492531,123.34413148,41.79196472,162.0,2018-10-03 14:58:04.405,2018-10-03 15:50:19.136,52.24551666666667,False,True
259,460000095084492531,123.33939579,41.79996273,1268.0,2018-10-03 16:00:18.223,2018-10-03 16:50:04.089,49.764433333333336,False,True
260,460000095084492531,123.33605190000002,41.80081177,621.0,2018-10-03 17:24:19.241,2018-10-03 19:46:20.663,142.02370000000002,False,False
262,460000095084492531,123.41438290000002,41.81169891,62.0,2018-10-03 21:39:09.100,2018-10-03 22:26:05.286,46.93643333333333,True,False
263,460000095084494779,123.3952179,41.784130100000006,444.0,2018-10-03 00:05:02.031,2018-10-03 00:25:58.829,20.946633333333335,True,False
265,460000095084494779,123.39163207,41.85703405,1026.0,2018-10-03 10:22:42.958,2018-10-03 11:08:49.845,46.114783333333335,False,True
266,460000095084494779,123.39986877,41.82014694,61.0,2018-10-03 15:33:10.614,2018-10-03 16:48:45.433,75.58031666666668,False,True
267,460000095084494779,123.41349795,41.80443191,10.0,2018-10-03 18:07:22.991,2018-10-03 18:40:25.626,33.04391666666667,False,False
268,460000095084494779,123.4128571,41.80469894,10.0,2018-10-03 20:33:36.110,2018-10-03 21:00:01.874,26.429399999999998,True,False
270,460000095084995924,123.3493824,41.78369586,215.0,2018-10-03 00:41:23.374,2018-10-03 01:09:16.734,27.889333333333333,True,False
271,460000095084995924,123.35202636,41.784865,214.0,2018-10-03 01:25:29.584,2018-10-03 14:38:02.772,792.5531333333333,False,False
272,460000095084995924,123.34635108,41.78866475,164.0,2018-10-03 18:26:26.800,2018-10-03 21:04:47.395,158.34324999999998,False,False
274,460000095084995924,123.40899191,41.75522701,216.0,2018-10-03 21:39:31.740,2018-10-03 22:19:23.958,39.8703,True,False
275,460000095084995924,123.41256956,41.79025289,441.0,2018-10-03 22:28:13.330,2018-10-03 23:01:42.686,33.489266666666666,True,False
276,460000095084995924,123.40331270000001,41.73516998,120.0,2018-10-03 23:06:53.268,2018-10-03 23:22:09.769,15.275016666666666,True,False
277,460000095084995924,123.42910599,41.77441915,512.0,2018-10-03 23:26:42.524,2018-10-03 23:55:47.106,29.07636666666667,True,False
278,460000095090129828,123.3495178,41.79727936,770.0,2018-10-03 00:17:55.012,2018-10-03 00:35:59.845,18.080550000000002,True,False
