timestamp,imsi,laci,longitude,latitude
1538554368579,460000095005565778,16788-67465995,123.41152949999999,41.76802826
1538555189316,460000095005565778,16788-67465996,123.41152949999999,41.76802826
1538564180287,460000095005565778,16788-67466035,123.41152949999999,41.76802826
1538565618013,460000095005565778,16788-67466035,123.41152949999999,41.76802826
1538568567275,460000095005565778,16788-67466035,123.41152949999999,41.76802826
1538572798142,460000095005565778,16788-12615299,123.4073486,41.77185059
1538573093994,460000095005565778,16401-67459389,123.41680149999999,41.77732849
1538573184897,460000095005565778,16401-67579955,123.41349790000001,41.78467178
1538573556091,460000095005565778,16789-67569420,123.41928100000001,41.80438995
1538573632045,460000095005565778,16789-67436852,123.4128571,41.80469894
1538573656741,460000095005565778,16789-67436852,123.4128571,41.80469894
1538574860376,460000095005565778,16789-249616140,123.40870670000001,41.80638123
1538576909867,460000095005565778,16789-249616140,123.40870670000001,41.80638123
1538577009036,460000095005565778,16789-249616140,123.40870670000001,41.80638123
1538577941346,460000095005565778,16789-67436595,123.4106903,41.80588913
1538577965870,460000095005565778,16789-249616140,123.40870670000001,41.80638123
1538578107740,460000095005565778,16789-67436605,123.4106903,41.80588913
1538578605866,460000095005565778,16789-249616140,123.40870670000001,41.80638123
1538579237623,460000095005565778,16789-249616140,123.40870670000001,41.80638123
1538579411875,460000095005565778,16789-249616140,123.40870670000001,41.80638123
1538580045696,460000095005565778,16789-249616140,123.40870670000001,41.80638123
1538496132709,460000095005571676,16789-12785293,123.4117813,41.80295181
1538496581757,460000095005571676,16789-12785293,123.4117813,41.80295181
1538498011833,460000095005571676,16789-67574796,123.41426090000002,41.80113983
1538498302308,460000095005571676,16789-12785293,123.4117813,41.80295181
1538498665215,460000095005571676,16789-12785293,123.4117813,41.80295181
1538499574695,460000095005571676,16789-12785293,123.4117813,41.80295181
1538499814302,460000095005571676,16789-12785293,123.4117813,41.80295181
1538500602306,460000095005571676,16789-12785293,123.4117813,41.80295181
1538500728308,460000095005571676,16789-12785293,123.4117813,41.80295181
1538501897955,460000095005571676,16789-12785293,123.4117813,41.80295181
1538503176442,460000095005571676,16789-12785293,123.4117813,41.80295181
1538503208495,460000095005571676,16789-12785293,123.4117813,41.80295181
1538504406294,460000095005571676,16789-12785293,123.4117813,41.80295181
1538504525780,460000095005571676,16789-12785293,123.4117813,41.80295181
1538505018805,460000095005571676,16789-12785293,123.4117813,41.80295181
1538505500935,460000095005571676,16789-67291404,123.41667179999999,41.8102417
1538505985496,460000095005571676,16644-61726861,123.415947,41.82638931
1538506011175,460000095005571676,16644-61726861,123.415947,41.82638931
1538506029891,460000095005571676,16644-61726861,123.415947,41.82638931
1538506067320,460000095005571676,16644-67663678,123.41683959999999,41.82715988
1538506115115,460000095005571676,16789-67673406,123.41816709999999,41.81634903
1538506291677,460000095005571676,16789-67673406,123.41816709999999,41.81634903
1538506314642,460000095005571676,16789-67673406,123.41816709999999,41.81634903
1538506598569,460000095005571676,16789-67584308,123.41438290000002,41.81169891
1538506674165,460000095005571676,16789-67584308,123.41438290000002,41.81169891
1538507289533,460000095005571676,16789-67584308,123.41438290000002,41.81169891
1538507453101,460000095005571676,16789-67584308,123.41438290000002,41.81169891
1538507932163,460000095005571676,16789-67584308,123.41438290000002,41.81169891
1538507954880,460000095005571676,16789-67584308,123.41438290000002,41.81169891
1538508201117,460000095005571676,16789-12601497,123.4207916,41.81219864
1538508303970,460000095005571676,16789-67584308,123.41438290000002,41.81169891
1538508483676,460000095005571676,16789-67584308,123.41438290000002,41.81169891
1538508720540,460000095005571676,16789-67673406,123.41816709999999,41.81634903
1538508777109,460000095005571676,16789-67673406,123.41816709999999,41.81634903
1538508796444,460000095005571676,16789-67673406,123.41816709999999,41.81634903
1538508815451,460000095005571676,16789-67673406,123.41816709999999,41.81634903
1538508825982,460000095005571676,16789-67673406,123.41816709999999,41.81634903
1538508943563,460000095005571676,16789-67673406,123.41816709999999,41.81634903
1538509012161,460000095005571676,16789-67584308,123.41438290000002,41.81169891
1538509039275,460000095005571676,16789-67584268,123.41438290000002,41.81169891
1538509210080,460000095005571676,16789-67584308,123.41438290000002,41.81169891
1538509390845,460000095005571676,16789-67584308,123.41438290000002,41.81169891
1538509454119,460000095005571676,16644-67664191,123.417511,41.82001114
1538509475473,460000095005571676,16789-67584308,123.41438290000002,41.81169891
1538509475669,460000095005571676,16789-67584308,123.41438290000002,41.81169891
1538509727960,460000095005571676,16789-67673406,123.41816709999999,41.81634903
1538509754543,460000095005571676,16789-67673406,123.41816709999999,41.81634903
1538509790224,460000095005571676,16789-67584268,123.41438290000002,41.81169891
1538509834383,460000095005571676,16789-67584308,123.41438290000002,41.81169891
1538509983530,460000095005571676,16644-67664191,123.417511,41.82001114
1538510188775,460000095005571676,16789-67673406,123.41816709999999,41.81634903
1538510243050,460000095005571676,16789-67673406,123.41816709999999,41.81634903
1538510458913,460000095005571676,16789-12601477,123.4207916,41.81219864
1538510992360,460000095005571676,16792-235031318,123.39129640000002,41.86468887
1538511239590,460000095005571676,16789-67673406,123.41816709999999,41.81634903
1538511240406,460000095005571676,16789-67673406,123.41816709999999,41.81634903
1538511263818,460000095005571676,16789-67673406,123.41816709999999,41.81634903
1538511380681,460000095005571676,16789-67584308,123.41438290000002,41.81169891
1538511443546,460000095005571676,16789-67673406,123.41816709999999,41.81634903
1538533573368,460000095005571676,16644-60105879,123.41722109999999,41.8232193
1538533679070,460000095005571676,16789-67673406,123.41816709999999,41.81634903
1538533682533,460000095005571676,16789-67673406,123.41816709999999,41.81634903
1538533718423,460000095005571676,16789-67673406,123.41816709999999,41.81634903
1538533817690,460000095005571676,16789-67673406,123.41816709999999,41.81634903
1538533964500,460000095005571676,16789-67673406,123.41816709999999,41.81634903
1538534005828,460000095005571676,16644-67664191,123.417511,41.82001114
1538534023250,460000095005571676,16644-67664191,123.417511,41.82001114
1538534026812,460000095005571676,16789-67673406,123.41816709999999,41.81634903
1538534169407,460000095005571676,16789-67673406,123.41816709999999,41.81634903
1538534170974,460000095005571676,16789-67673406,123.41816709999999,41.81634903
1538534277598,460000095005571676,16789-67673406,123.41816709999999,41.81634903
1538534405582,460000095005571676,16789-67673406,123.41816709999999,41.81634903
1538534493919,460000095005571676,16789-67673406,123.41816709999999,41.81634903
1538534551201,460000095005571676,16789-67584308,123.41438290000002,41.81169891
1538535096559,460000095005571676,16789-61715085,123.41699979999999,41.81206894
1538535453129,460000095005571676,16789-61715085,123.41699979999999,41.81206894
1538535627399,460000095005571676,16789-61715085,123.41699979999999,41.81206894
1538536013057,460000095005571676,16789-61715085,123.41699979999999,41.81206894
1538536586843,460000095005571676,16789-235162124,123.4131699,41.81354904
1538536612950,460000095005571676,16789-67673406,123.41816709999999,41.81634903
1538536667358,460000095005571676,16789-235162124,123.4131699,41.81354904
1538536668748,460000095005571676,16789-235162124,123.4131699,41.81354904
1538536691754,460000095005571676,16789-67673406,123.41816709999999,41.81634903
1538536763507,460000095005571676,16789-67673406,123.41816709999999,41.81634903
1538538436426,460000095005571676,16789-61715085,123.41699979999999,41.81206894
1538539591878,460000095005571676,16789-61715085,123.41699979999999,41.81206894
1538541248434,460000095005571676,16789-61715085,123.41699979999999,41.81206894
1538546208932,460000095005571676,16789-67673406,123.41816709999999,41.81634903
1538546227293,460000095005571676,16789-67681055,123.41217040000001,41.8152504
1538546275230,460000095005571676,16789-235162124,123.4131699,41.81354904
1538546278305,460000095005571676,16644-67664191,123.417511,41.82001114
1538546300315,460000095005571676,16789-12601497,123.4207916,41.81219864
1538546313214,460000095005571676,16789-67673406,123.41816709999999,41.81634903
1538546385518,460000095005571676,16789-67673406,123.41816709999999,41.81634903
1538546920182,460000095005571676,16789-67673406,123.41816709999999,41.81634903
1538547000882,460000095005571676,16789-67584308,123.41438290000002,41.81169891
1538547451414,460000095005571676,16789-67584308,123.41438290000002,41.81169891
1538547618461,460000095005571676,16789-67673406,123.41816709999999,41.81634903
1538548052212,460000095005571676,16789-67673406,123.41816709999999,41.81634903
1538548936020,460000095005571676,16789-67673406,123.41816709999999,41.81634903
1538549004585,460000095005571676,16789-67681075,123.41217040000001,41.8152504
1538549279684,460000095005571676,16789-67673406,123.41816709999999,41.81634903
1538550710802,460000095005571676,16789-67673406,123.41816709999999,41.81634903
1538551142434,460000095005571676,16789-67291403,123.41667179999999,41.8102417
1538551342935,460000095005571676,16789-67291404,123.41667179999999,41.8102417
1538552610080,460000095005571676,16789-234967052,123.42195890000002,41.80764008
1538552807531,460000095005571676,16789-67568179,123.42485049999999,41.80847931
1538554041201,460000095005571676,16644-61726861,123.415947,41.82638931
1538554144511,460000095005571676,16644-13099395,123.4166107,41.82537079
1538554186723,460000095005571676,16644-13099415,123.4166107,41.82537079
1538554309691,460000095005571676,16644-13099417,123.4166107,41.82537079
1538554347493,460000095005571676,16644-13099415,123.4166107,41.82537079
1538554392888,460000095005571676,16644-13099415,123.4166107,41.82537079
1538554467501,460000095005571676,16644-13099417,123.4166107,41.82537079
1538554912961,460000095005571676,16644-67677503,123.4217682,41.82440948
1538555513467,460000095005571676,16644-13099417,123.4166107,41.82537079
1538555597727,460000095005571676,16644-13099415,123.4166107,41.82537079
1538556176378,460000095005571676,16644-67663421,123.4132919,41.82429123
1538556259513,460000095005571676,16644-67677503,123.4217682,41.82440948
1538557011269,460000095005571676,16644-67663421,123.4132919,41.82429123
1538558422752,460000095005571676,16644-67663421,123.4132919,41.82429123
1538559081219,460000095005571676,16644-13099417,123.4166107,41.82537079
1538559100523,460000095005571676,16644-13099417,123.4166107,41.82537079
1538559100583,460000095005571676,16644-60105881,123.41722109999999,41.8232193
1538559104231,460000095005571676,16644-60105881,123.41722109999999,41.8232193
1538559120218,460000095005571676,16644-13099417,123.4166107,41.82537079
1538559152773,460000095005571676,16644-60105881,123.41722109999999,41.8232193
1538559158070,460000095005571676,16644-60105881,123.41722109999999,41.8232193
1538559192822,460000095005571676,16644-13099415,123.4166107,41.82537079
1538559197151,460000095005571676,16644-67663421,123.4132919,41.82429123
1538559410575,460000095005571676,16644-67663421,123.4132919,41.82429123
1538559415043,460000095005571676,16644-67663421,123.4132919,41.82429123
1538559417362,460000095005571676,16644-67663421,123.4132919,41.82429123
1538559432407,460000095005571676,16644-67663421,123.4132919,41.82429123
1538559481046,460000095005571676,16644-13099395,123.4166107,41.82537079
1538559589523,460000095005571676,16644-67677503,123.4217682,41.82440948
1538559755651,460000095005571676,16644-61726605,123.415947,41.82638931
1538559844298,460000095005571676,16644-13099417,123.4166107,41.82537079
1538559845044,460000095005571676,16644-67663421,123.4132919,41.82429123
1538559882172,460000095005571676,16644-13099415,123.4166107,41.82537079
1538560013928,460000095005571676,16644-67663421,123.4132919,41.82429123
1538560182901,460000095005571676,16644-67663421,123.4132919,41.82429123
1538560296591,460000095005571676,16644-67677503,123.4217682,41.82440948
1538560307720,460000095005571676,16644-67677503,123.4217682,41.82440948
1538560309062,460000095005571676,16644-13099415,123.4166107,41.82537079
1538560448667,460000095005571676,16644-67677503,123.4217682,41.82440948
1538560517320,460000095005571676,16644-67663421,123.4132919,41.82429123
1538560528112,460000095005571676,16644-61726605,123.415947,41.82638931
1538560534635,460000095005571676,16644-61726605,123.415947,41.82638931
1538560569148,460000095005571676,16644-13099395,123.4166107,41.82537079
1538560626906,460000095005571676,16644-67677503,123.4217682,41.82440948
1538560898388,460000095005571676,16644-13099415,123.4166107,41.82537079
1538560938637,460000095005571676,16644-13099415,123.4166107,41.82537079
1538561199131,460000095005571676,16644-13099415,123.4166107,41.82537079
1538561321067,460000095005571676,16644-13099415,123.4166107,41.82537079
1538561338893,460000095005571676,16644-13099415,123.4166107,41.82537079
1538561612729,460000095005571676,16644-61726861,123.415947,41.82638931
1538561755851,460000095005571676,16644-67677493,123.4217682,41.82440948
1538562031674,460000095005571676,16789-67295540,123.42086029999999,41.81906128
1538562434586,460000095005571676,16789-67291454,123.41667179999999,41.8102417
1538562563279,460000095005571676,16789-67291455,123.41667179999999,41.8102417
1538562626311,460000095005571676,16789-67291453,123.41667179999999,41.8102417
1538562792596,460000095005571676,16789-67291444,123.41667179999999,41.8102417
1538563160016,460000095005571676,16789-67291444,123.41667179999999,41.8102417
1538564008236,460000095005571676,16789-67291444,123.41667179999999,41.8102417
1538564872726,460000095005571676,16789-67291445,123.41667179999999,41.8102417
1538565354415,460000095005571676,16789-67291444,123.41667179999999,41.8102417
1538568040415,460000095005571676,16789-67291445,123.41667179999999,41.8102417
1538568846933,460000095005571676,16789-67291405,123.41667179999999,41.8102417
1538568986937,460000095005571676,16789-67291405,123.41667179999999,41.8102417
1538569246551,460000095005571676,16789-67291405,123.41667179999999,41.8102417
1538569527979,460000095005571676,16789-67291405,123.41667179999999,41.8102417
1538570016939,460000095005571676,16789-67291405,123.41667179999999,41.8102417
1538571132933,460000095005571676,16789-67291405,123.41667179999999,41.8102417
1538571261945,460000095005571676,16789-67291405,123.41667179999999,41.8102417
1538572022408,460000095005571676,16789-67291445,123.41667179999999,41.8102417
1538572031681,460000095005571676,16789-67291445,123.41667179999999,41.8102417
1538574105291,460000095005571676,16789-67291405,123.41667179999999,41.8102417
1538574705601,460000095005571676,16789-67291405,123.41667179999999,41.8102417
1538575916461,460000095005571676,16789-67291443,123.41667179999999,41.8102417
1538575976670,460000095005571676,16789-67291443,123.41667179999999,41.8102417
1538576006141,460000095005571676,16789-67291443,123.41667179999999,41.8102417
1538576534698,460000095005571676,16789-67291445,123.41667179999999,41.8102417
1538577115015,460000095005571676,16789-67291444,123.41667179999999,41.8102417
1538578642309,460000095005571676,16789-12785293,123.4117813,41.80295181
1538579163656,460000095005571676,16789-12785293,123.4117813,41.80295181
1538579510130,460000095005571676,16789-67574836,123.41426090000002,41.80113983
1538580122310,460000095005571676,16789-12785293,123.4117813,41.80295181
1538580812883,460000095005571676,16789-12785293,123.4117813,41.80295181
1538580828763,460000095005571676,16789-12785293,123.4117813,41.80295181
1538581568303,460000095005571676,16789-12785293,123.4117813,41.80295181
1538581742306,460000095005571676,16789-12785293,123.4117813,41.80295181
1538496291244,460000095007329090,16789-67567924,123.41596979999998,41.80778122
1538496435651,460000095007329090,16789-67567884,123.41596979999998,41.80778122
1538498482636,460000095007329090,16789-67567924,123.41596979999998,41.80778122
1538498599185,460000095007329090,16789-67567925,123.41596979999998,41.80778122
1538498939594,460000095007329090,16789-67567925,123.41596979999998,41.80778122
1538498982010,460000095007329090,16789-2614580,123.411911,41.81045914
1538501287191,460000095007329090,16789-67567925,123.41596979999998,41.80778122
1538502547368,460000095007329090,16789-67567924,123.41596979999998,41.80778122
1538511911031,460000095007329090,16789-67567935,123.41596979999998,41.80778122
1538511930001,460000095007329090,16789-67567935,123.41596979999998,41.80778122
1538515124356,460000095007329090,16789-67567924,123.41596979999998,41.80778122
1538520038702,460000095007329090,16789-67567884,123.41596979999998,41.80778122
1538521429415,460000095007329090,16789-67567884,123.41596979999998,41.80778122
1538523400725,460000095007329090,16789-67567935,123.41596979999998,41.80778122
1538523581221,460000095007329090,16789-67291445,123.41667179999999,41.8102417
1538524272084,460000095007329090,16789-67494925,123.43202209999998,41.80392075
1538524428004,460000095007329090,16640-67195659,123.4372406,41.799678799999995
1538524497924,460000095007329090,16407-67197709,123.4421463,41.80107879999999
1538524523725,460000095007329090,16640-67195659,123.4372406,41.799678799999995
1538524862921,460000095007329090,16789-67200820,123.4396362,41.80488968
1538524967074,460000095007329090,16789-67200820,123.4396362,41.80488968
1538525150820,460000095007329090,16789-67200780,123.4396362,41.80488968
1538525252589,460000095007329090,16789-67200820,123.4396362,41.80488968
1538525870376,460000095007329090,16789-67200820,123.4396362,41.80488968
1538526105074,460000095007329090,16789-67200820,123.4396362,41.80488968
1538526153986,460000095007329090,16789-67200820,123.4396362,41.80488968
1538526638303,460000095007329090,16789-67200780,123.4396362,41.80488968
1538526826182,460000095007329090,16789-67200820,123.4396362,41.80488968
1538527143173,460000095007329090,16789-67200820,123.4396362,41.80488968
1538527910445,460000095007329090,16789-67200820,123.4396362,41.80488968
1538527924038,460000095007329090,16789-67200820,123.4396362,41.80488968
1538528374095,460000095007329090,16789-67200820,123.4396362,41.80488968
1538530014006,460000095007329090,16789-67200820,123.4396362,41.80488968
1538530172418,460000095007329090,16789-67200780,123.4396362,41.80488968
1538530586898,460000095007329090,16789-67200820,123.4396362,41.80488968
1538531216403,460000095007329090,16789-67483956,123.4359436,41.80569839
1538531693114,460000095007329090,16789-67475468,123.43125149999999,41.80846024
1538539463036,460000095007329090,16789-67475468,123.43125149999999,41.80846024
1538544930607,460000095007329090,16789-67475508,123.43125149999999,41.80846024
1538546115281,460000095007329090,16789-67475508,123.43125149999999,41.80846024
1538553061083,460000095007329090,16789-67475468,123.43125149999999,41.80846024
1538564226001,460000095007329090,16789-67475508,123.43125149999999,41.80846024
1538565896389,460000095007329090,16789-67314198,123.43441770000001,41.81195831
1538566688867,460000095007329090,16789-67314199,123.43441770000001,41.81195831
1538567896517,460000095007329090,16789-67314199,123.43441770000001,41.81195831
1538569125656,460000095007329090,16789-67313941,123.43441770000001,41.81195831
1538569369628,460000095007329090,16789-67314199,123.43441770000001,41.81195831
1538569862889,460000095007329090,16789-67572236,123.42620090000001,41.81328964
1538569921403,460000095007329090,16789-61397123,123.4290314,41.81130981
1538570030488,460000095007329090,16789-61397124,123.4290314,41.81130981
1538570275235,460000095007329090,16789-61397124,123.4290314,41.81130981
1538570611983,460000095007329090,16789-67681055,123.41217040000001,41.8152504
1538570726161,460000095007329090,16789-67681055,123.41217040000001,41.8152504
1538571934976,460000095007329090,16789-67567935,123.41596979999998,41.80778122
1538571972888,460000095007329090,16789-67567935,123.41596979999998,41.80778122
1538575066000,460000095007329090,16789-67567935,123.41596979999998,41.80778122
1538575863678,460000095007329090,16789-67567924,123.41596979999998,41.80778122
1538575888250,460000095007329090,16789-2614580,123.411911,41.81045914
1538576395802,460000095007329090,16789-2614540,123.411911,41.81045914
1538578553370,460000095007329090,16789-67567923,123.41596979999998,41.80778122
1538578877783,460000095007329090,16789-67567925,123.41596979999998,41.80778122
1538579072410,460000095007329090,16789-67567884,123.41596979999998,41.80778122
1538580055761,460000095007329090,16789-67567923,123.41596979999998,41.80778122
1538580137353,460000095007329090,16789-67567923,123.41596979999998,41.80778122
1538580397499,460000095007329090,16789-67567884,123.41596979999998,41.80778122
1538580445430,460000095007329090,16789-67567884,123.41596979999998,41.80778122
1538580957583,460000095007329090,16789-67567924,123.41596979999998,41.80778122
1538580974315,460000095007329090,16789-67567924,123.41596979999998,41.80778122
1538581892720,460000095007329090,16789-67436852,123.4128571,41.80469894
1538496112893,460000095007687263,16648-67927583,123.39877320000001,41.65663147
1538496540474,460000095007687263,16648-67927583,123.39877320000001,41.65663147
1538500135356,460000095007687263,16648-67927583,123.39877320000001,41.65663147
1538501322885,460000095007687263,16648-67927583,123.39877320000001,41.65663147
1538504829760,460000095007687263,16648-67927583,123.39877320000001,41.65663147
1538507175367,460000095007687263,16648-67927583,123.39877320000001,41.65663147
1538509522235,460000095007687263,16648-67927583,123.39877320000001,41.65663147
1538513053759,460000095007687263,16648-67927583,123.39877320000001,41.65663147
1538514095391,460000095007687263,16648-67927583,123.39877320000001,41.65663147
1538514986551,460000095007687263,16648-67927583,123.39877320000001,41.65663147
1538515400027,460000095007687263,16648-67927583,123.39877320000001,41.65663147
1538516019132,460000095007687263,16648-67927583,123.39877320000001,41.65663147
1538516032891,460000095007687263,16648-67927583,123.39877320000001,41.65663147
1538516586887,460000095007687263,16648-67927583,123.39877320000001,41.65663147
1538517184671,460000095007687263,16648-67927583,123.39877320000001,41.65663147
1538518333791,460000095007687263,16648-67927583,123.39877320000001,41.65663147
1538523447996,460000095007687263,16648-67927583,123.39877320000001,41.65663147
1538524046885,460000095007687263,16648-67927583,123.39877320000001,41.65663147
1538526381755,460000095007687263,16648-67927583,123.39877320000001,41.65663147
1538529721771,460000095007687263,16648-67927583,123.39877320000001,41.65663147
1538529788281,460000095007687263,16648-67927583,123.39877320000001,41.65663147
1538530880957,460000095007687263,16648-67927613,123.39877320000001,41.65663147
1538533159366,460000095007687263,16648-67927603,123.39877320000001,41.65663147
1538534542899,460000095007687263,16648-67927583,123.39877320000001,41.65663147
1538537930560,460000095007687263,16648-67927603,123.39877320000001,41.65663147
1538540190390,460000095007687263,16648-67927603,123.39877320000001,41.65663147
1538543929467,460000095007687263,16648-2388748,123.39569850000001,41.66041946
1538543996674,460000095007687263,16648-67927603,123.39877320000001,41.65663147
1538546286389,460000095007687263,16648-67927603,123.39877320000001,41.65663147
1538546990336,460000095007687263,16648-67927583,123.39877320000001,41.65663147
1538547092383,460000095007687263,16648-67927603,123.39877320000001,41.65663147
1538547514780,460000095007687263,16399-60684350,123.3872604,41.68149948
1538547748963,460000095007687263,16650-2432269,123.4100418,41.71696854
1538547999575,460000095007687263,16650-67544588,123.4054337,41.73435974
1538548003035,460000095007687263,16650-67544628,123.4054337,41.73435974
1538548245660,460000095007687263,16788-67552565,123.4003372,41.748909000000005
1538548442424,460000095007687263,16788-2282804,123.3922501,41.76182175
1538548571871,460000095007687263,16643-13098883,123.3636017,41.76478958
1538548806946,460000095007687263,16388-2494781,123.3297577,41.79167938
1538550927375,460000095007687263,16888-2531389,123.341301,41.83958817
1538550992296,460000095007687263,16888-2531389,123.341301,41.83958817
1538559460793,460000095007687263,16888-67869493,123.34158329999998,41.83486938
1538559545803,460000095007687263,16888-67998516,123.33554840000002,41.82492065
1538560110761,460000095007687263,16654-67981640,123.29720309999999,41.79404068
1538560230178,460000095007687263,16654-67981630,123.29720309999999,41.79404068
1538560456725,460000095007687263,16654-67981640,123.29720309999999,41.79404068
1538561191508,460000095007687263,16654-67981580,123.29720309999999,41.79404068
1538562662083,460000095007687263,16654-67981580,123.29720309999999,41.79404068
1538563479322,460000095007687263,16654-67981580,123.29720309999999,41.79404068
1538564938909,460000095007687263,16654-67981580,123.29720309999999,41.79404068
1538564969616,460000095007687263,16654-67981580,123.29720309999999,41.79404068
1538566152246,460000095007687263,16654-67981580,123.29720309999999,41.79404068
1538566169426,460000095007687263,16654-67981580,123.29720309999999,41.79404068
1538567861791,460000095007687263,16654-67981580,123.29720309999999,41.79404068
1538568068612,460000095007687263,16654-67981640,123.29720309999999,41.79404068
1538568264901,460000095007687263,16654-249680947,123.3013992,41.79296112
1538568285163,460000095007687263,16654-67902733,123.30883030000001,41.794849400000004
1538568458237,460000095007687263,16654-61356164,123.31198119999999,41.79444885
1538570214081,460000095007687263,16789-67569931,123.41198729999999,41.8078804
1538570902447,460000095007687263,16789-67567628,123.40872959999999,41.80886078
1538571481282,460000095007687263,16789-67567668,123.40872959999999,41.80886078
1538571770213,460000095007687263,16789-67567668,123.40872959999999,41.80886078
1538572680209,460000095007687263,16789-67567668,123.40872959999999,41.80886078
1538573650449,460000095007687263,16789-67567628,123.40872959999999,41.80886078
1538573750756,460000095007687263,16789-67567628,123.40872959999999,41.80886078
1538575925651,460000095007687263,16789-67567668,123.40872959999999,41.80886078
1538576614215,460000095007687263,16789-67567668,123.40872959999999,41.80886078
1538576858592,460000095007687263,16789-67567668,123.40872959999999,41.80886078
1538577056214,460000095007687263,16789-67567668,123.40872959999999,41.80886078
1538577206721,460000095007687263,16789-67567668,123.40872959999999,41.80886078
1538577241314,460000095007687263,16789-67567668,123.40872959999999,41.80886078
1538578240216,460000095007687263,16789-67567668,123.40872959999999,41.80886078
1538578759371,460000095007687263,16789-67567668,123.40872959999999,41.80886078
1538578836334,460000095007687263,16789-67567668,123.40872959999999,41.80886078
1538578908446,460000095007687263,16789-67567668,123.40872959999999,41.80886078
1538579257834,460000095007687263,16789-67567628,123.40872959999999,41.80886078
1538580130279,460000095007687263,16789-67436575,123.4106903,41.80588913
1538580602334,460000095007687263,16884-12600708,123.4041824,41.78815842
1538580746508,460000095007687263,16884-2270987,123.39682009999999,41.77841949
