imsi,longitude,latitude,start,end,startPlot,endPlot
460000095005565778,123.41928100000001,41.80438995,1538573556091,1538573556091,809,809
460000095005565778,123.4128571,41.80469894,1538573632045,1538573632045,10,10
460000095005565778,123.4128571,41.80469894,1538573656741,1538573656741,10,10
460000095005565778,123.40870670000001,41.80638123,1538574860376,1538574860376,64,64
460000095005565778,123.4091475,41.80627187,1538576909867.0,1538580045696.0,64.0,64.0
460000095005571676,123.4117813,41.80295181,1538496132709,1538496132709,349,349
460000095005571676,123.41209125,41.80272531,1538496581757.0,1538500728308.0,349.0,349.0
460000095005571676,123.4117813,41.80295181,1538501897955,1538501897955,349,349
460000095005571676,123.41604613,41.81401173,1538503176442.0,1538511443546.0,349.0,661.0
460000095005571676,123.41712866,41.81544028,1538533573368.0,1538539591878.0,87.0,662.0
460000095005571676,123.41699979999999,41.81206894,1538541248434,1538541248434,662,662
460000095005571676,123.41674592,41.81484901,1538546208932.0,1538551342935.0,661.0,13.0
460000095005571676,123.42195890000002,41.80764008,1538552610080,1538552610080,489,489
460000095005571676,123.42485049999999,41.80847931,1538552807531,1538552807531,89,89
460000095005571676,123.41669896,41.82284578,1538554041201.0,1538565354415.0,85.0,13.0
460000095005571676,123.4166718,41.8102417,1538568040415.0,1538572031681.0,13.0,13.0
460000095005571676,123.41667179999999,41.8102417,1538574105291,1538574105291,13,13
460000095005571676,123.4166718,41.8102417,1538574705601.0,1538577115015.0,13.0,13.0
460000095005571676,123.41209125,41.80272531,1538578642309.0,1538581742306.0,349.0,349.0
460000095007329090,123.41596979999998,41.80778122,1538496291244,1538496291244,0,0
460000095007329090,123.41596979999998,41.80778122,1538496435651,1538496435651,0,0
460000095007329090,123.41596979999998,41.80778122,1538498482636,1538498482636,0,0
460000095007329090,123.41596979999998,41.80778122,1538498599185,1538498599185,0,0
460000095007329090,123.41596979999998,41.80778122,1538498939594,1538498939594,0,0
460000095007329090,123.411911,41.81045914,1538498982010,1538498982010,6,6
460000095007329090,123.41596979999998,41.80778122,1538501287191,1538501287191,0,0
460000095007329090,123.41596979999998,41.80778122,1538502547368,1538502547368,0,0
460000095007329090,123.41596979999998,41.80778122,1538511911031,1538511911031,0,0
460000095007329090,123.41596979999998,41.80778122,1538511930001,1538511930001,0,0
460000095007329090,123.41596979999998,41.80778122,1538515124356,1538515124356,0,0
460000095007329090,123.41596979999998,41.80778122,1538520038702,1538520038702,0,0
460000095007329090,123.41596979999998,41.80778122,1538521429415,1538521429415,0,0
460000095007329090,123.43677773,41.80478223,1538523400725.0,1538531693114.0,0.0,2.0
460000095007329090,123.43125149999999,41.80846024,1538539463036,1538539463036,2,2
460000095007329090,123.43125149999999,41.80846024,1538544930607,1538544930607,2,2
460000095007329090,123.43125149999999,41.80846024,1538546115281,1538546115281,2,2
460000095007329090,123.43125149999999,41.80846024,1538553061083,1538553061083,2,2
460000095007329090,123.43125149999999,41.80846024,1538564226001,1538564226001,2,2
460000095007329090,123.43441770000001,41.81195831,1538565896389,1538565896389,4,4
460000095007329090,123.43441770000001,41.81195831,1538566688867,1538566688867,4,4
460000095007329090,123.4248026,41.81174157,1538567896517.0,1538571972888.0,4.0,0.0
460000095007329090,123.41596979999998,41.80778122,1538575066000,1538575066000,0,0
460000095007329090,123.41596979999998,41.80778122,1538575863678,1538575863678,0,0
460000095007329090,123.411911,41.81045914,1538575888250,1538575888250,6,6
460000095007329090,123.411911,41.81045914,1538576395802,1538576395802,6,6
460000095007329090,123.41565853,41.80747299,1538578553370.0,1538581892720.0,0.0,10.0
460000095007687263,123.39877320000001,41.65663147,1538496112893,1538496112893,116,116
460000095007687263,123.39877320000001,41.65663147,1538496540474,1538496540474,116,116
460000095007687263,123.39877320000001,41.65663147,1538500135356,1538500135356,116,116
460000095007687263,123.39877320000001,41.65663147,1538501322885,1538501322885,116,116
460000095007687263,123.39877320000001,41.65663147,1538504829760,1538504829760,116,116
460000095007687263,123.39877320000001,41.65663147,1538507175367,1538507175367,116,116
460000095007687263,123.39877320000001,41.65663147,1538509522235,1538509522235,116,116
460000095007687263,123.39877320000001,41.65663147,1538513053759,1538513053759,116,116
460000095007687263,123.3987732,41.65663147,1538514095391.0,1538518333791.0,116.0,116.0
460000095007687263,123.39877320000001,41.65663147,1538523447996,1538523447996,116,116
460000095007687263,123.39877320000001,41.65663147,1538524046885,1538524046885,116,116
460000095007687263,123.39877320000001,41.65663147,1538526381755,1538526381755,116,116
460000095007687263,123.39877320000001,41.65663147,1538529721771,1538529721771,116,116
460000095007687263,123.39877320000001,41.65663147,1538529788281,1538529788281,116,116
460000095007687263,123.39877320000001,41.65663147,1538530880957,1538530880957,116,116
460000095007687263,123.39877320000001,41.65663147,1538533159366,1538533159366,116,116
460000095007687263,123.39877320000001,41.65663147,1538534542899,1538534542899,116,116
460000095007687263,123.39877320000001,41.65663147,1538537930560,1538537930560,116,116
460000095007687263,123.39877320000001,41.65663147,1538540190390,1538540190390,116,116
460000095007687263,123.39569850000001,41.66041946,1538543929467,1538543929467,134,134
460000095007687263,123.39877320000001,41.65663147,1538543996674,1538543996674,116,116
460000095007687263,123.39877320000001,41.65663147,1538546286389,1538546286389,116,116
460000095007687263,123.39877320000001,41.65663147,1538546990336,1538546990336,116,116
460000095007687263,123.39877320000001,41.65663147,1538547092383,1538547092383,116,116
460000095007687263,123.3872604,41.68149948,1538547514780,1538547514780,117,117
460000095007687263,123.4100418,41.71696854,1538547748963,1538547748963,127,127
460000095007687263,123.4054337,41.73435974,1538547999575,1538547999575,120,120
460000095007687263,123.4054337,41.73435974,1538548003035,1538548003035,120,120
460000095007687263,123.4003372,41.748909000000005,1538548245660,1538548245660,126,126
460000095007687263,123.3922501,41.76182175,1538548442424,1538548442424,118,118
460000095007687263,123.3636017,41.76478958,1538548571871,1538548571871,135,135
460000095007687263,123.3297577,41.79167938,1538548806946,1538548806946,121,121
460000095007687263,123.341301,41.83958817,1538550927375,1538550927375,129,129
460000095007687263,123.341301,41.83958817,1538550992296,1538550992296,129,129
460000095007687263,123.34158329999998,41.83486938,1538559460793,1538559460793,133,133
460000095007687263,123.33554840000002,41.82492065,1538559545803,1538559545803,122,122
460000095007687263,123.29720309999999,41.79404068,1538560110761,1538560110761,115,115
460000095007687263,123.29720309999999,41.79404068,1538560230178,1538560230178,115,115
460000095007687263,123.29720309999999,41.79404068,1538560456725,1538560456725,115,115
460000095007687263,123.29720309999999,41.79404068,1538561191508,1538561191508,115,115
460000095007687263,123.29720309999999,41.79404068,1538562662083,1538562662083,115,115
460000095007687263,123.29720309999999,41.79404068,1538563479322,1538563479322,115,115
460000095007687263,123.29720309999999,41.79404068,1538564938909,1538564938909,115,115
460000095007687263,123.29720309999999,41.79404068,1538564969616,1538564969616,115,115
460000095007687263,123.30157473,41.7940603,1538566152246.0,1538568458237.0,115.0,124.0
460000095007687263,123.41198729999999,41.8078804,1538570214081,1538570214081,56,56
460000095007687263,123.4087296,41.80886078,1538570902447.0,1538573750756.0,43.0,43.0
460000095007687263,123.40889299,41.80861314,1538575925651.0,1538580130279.0,43.0,131.0
460000095007687263,123.4041824,41.78815842,1538580602334,1538580602334,130,130
460000095007687263,123.39682009999999,41.77841949,1538580746508,1538580746508,119,119
460000095007687263,123.3975372,41.7638588,1538580985858,1538580985858,123,123
460000095007687263,123.40747830000001,41.71160889,1538581516324,1538581516324,125,125
460000095007687263,123.38263700000002,41.67253876,1538581939300,1538581939300,132,132
460000095009768355,123.411911,41.81045914,1538519845575,1538519845575,6,6
460000095009768355,123.411911,41.81045914,1538527132621,1538527132621,6,6
460000095009768355,123.41305098,41.80240017,1538535351406.0,1538546286489.0,6.0,131.0
460000095009768355,123.4106903,41.80588913,1538549244409,1538549244409,131,131
460000095009768355,123.40065,41.79916,1538549485455,1538549485455,112,112
460000095009768355,123.40065,41.79916,1538549498238,1538549498238,112,112
460000095009768355,123.38937379999999,41.79671097,1538549634666,1538549634666,668,668
460000095009768355,123.34529109999998,41.7778511,1538550381510,1538550381510,674,674
460000095009768355,123.31398557,41.76725442,1538550751462.0,1538552941638.0,679.0,680.0
460000095009768355,123.34822463,41.77682813,1538553748413.0,1538556968422.0,670.0,681.0
460000095009768355,123.35928340000001,41.78012085,1538557740833,1538557740833,672,672
460000095009768355,123.35928340000001,41.78012085,1538558695107,1538558695107,672,672
460000095009768355,123.38272090000001,41.7816391,1538559368130,1538559368130,673,673
460000095009768355,123.38272090000001,41.7816391,1538559412209,1538559412209,673,673
460000095009768355,123.411911,41.81045914,1538561055483,1538561055483,6,6
460000095009768355,123.41596979999998,41.80778122,1538561370952,1538561370952,0,0
460000095009768355,123.411911,41.81045914,1538561431499,1538561431499,6,6
460000095009768355,123.411911,41.81045914,1538561454586,1538561454586,6,6
460000095009768355,123.4128571,41.80469894,1538561519458,1538561519458,10,10
460000095009768355,123.411911,41.81045914,1538568550515,1538568550515,6,6
460000095009824436,123.38900759999999,41.81945038,1538525502453,1538525502453,1044,1044
460000095009824436,123.39672788,41.81747341,1538528685325.0,1538532605177.0,1044.0,0.0
460000095009824436,123.41438290000002,41.81169891,1538537068922,1538537068922,62,62
460000095009824436,123.41667179999999,41.8102417,1538537088284,1538537088284,13,13
460000095009824436,123.41596979999998,41.80778122,1538537109044,1538537109044,0,0
460000095009824436,123.41596979999998,41.80778122,1538537167960,1538537167960,0,0
460000095009824436,123.41596979999998,41.80778122,1538541918061,1538541918061,0,0
460000095009824436,123.41596979999998,41.80778122,1538542020542,1538542020542,0,0
460000095009824436,123.4159698,41.80778122,1538545242206.0,1538551880905.0,0.0,0.0
460000095009824436,123.41596979999998,41.80778122,1538554766538,1538554766538,0,0
460000095009824436,123.41596979999998,41.80778122,1538556431893,1538556431893,0,0
460000095009824436,123.41596979999998,41.80778122,1538558441544,1538558441544,0,0
460000095009824436,123.41596979999998,41.80778122,1538558988542,1538558988542,0,0
460000095009824436,123.41596979999998,41.80778122,1538559027790,1538559027790,0,0
460000095009824436,123.41596979999998,41.80778122,1538560970802,1538560970802,0,0
460000095009824436,123.41596979999998,41.80778122,1538561106444,1538561106444,0,0
460000095009824436,123.41596979999998,41.80778122,1538562089350,1538562089350,0,0
460000095009824436,123.41596979999998,41.80778122,1538562776927,1538562776927,0,0
460000095009824436,123.41596979999998,41.80778122,1538566733378,1538566733378,0,0
460000095009824436,123.4159698,41.80778122,1538568193351.0,1538571462098.0,0.0,0.0
460000095009824436,123.4078827,41.79407883,1538579420680,1538579420680,1048,1048
460000095009824436,123.4078827,41.79407883,1538579423298,1538579423298,1048,1048
460000095018240151,123.4136581,41.81689835,1538496541741.0,1538503531199.0,58.0,58.0
460000095018240151,123.41597185,41.80987994,1538507283474.0,1538534704463.0,13.0,642.0
460000095018240151,123.35436574,41.78189001,1538534821562.0,1538549064428.0,1049.0,672.0
460000095018240151,123.3720703,41.79911041,1538549577732,1538549577732,258,258
460000095018240151,123.3762817,41.8028717,1538549670939,1538549670939,53,53
460000095018240151,123.3785324,41.80574036,1538549719312,1538549719312,607,607
460000095018240151,123.3815765,41.8060112,1538549822161,1538549822161,1060,1060
460000095018240151,123.38265990000002,41.8101387,1538549893157,1538549893157,446,446
460000095018240151,123.41438290000002,41.81169891,1538550518767,1538550518767,62,62
460000095018240151,123.42067720000001,41.81034851,1538550537277,1538550537277,930,930
460000095018240151,123.4207916,41.81219864,1538550955430,1538550955430,332,332
460000095018240151,123.4207916,41.81219864,1538551055625,1538551055625,332,332
460000095018240151,123.45690159999998,41.82500839,1538551673118,1538551673118,546,546
460000095018240151,123.41667179999999,41.8102417,1538554247105,1538554247105,13,13
460000095018240151,123.41667179999999,41.8102417,1538554250966,1538554250966,13,13
460000095018240151,123.4136581,41.81689835,1538554372722,1538554372722,58,58
460000095018240151,123.424881,41.80987929999999,1538554798460,1538554798460,1057,1057
460000095018240151,123.41667179999999,41.8102417,1538556623369,1538556623369,13,13
460000095018240151,123.40870670000001,41.80638123,1538558141821,1538558141821,64,64
460000095018240151,123.4136581,41.81689835,1538560651989,1538560651989,58,58
460000095018240151,123.4136581,41.81689835,1538560719565,1538560719565,58,58
460000095018240151,123.4136581,41.81689835,1538561984221,1538561984221,58,58
460000095018240151,123.4136581,41.81689835,1538561997241,1538561997241,58,58
460000095018240151,123.4136581,41.81689835,1538562592203,1538562592203,58,58
460000095018240151,123.4136581,41.81689835,1538563953261,1538563953261,58,58
460000095018240151,123.41667179999999,41.8102417,1538564904876,1538564904876,13,13
460000095018240151,123.41667179999999,41.8102417,1538569459397,1538569459397,13,13
460000095018240151,123.41667179999999,41.8102417,1538570180150,1538570180150,13,13
460000095018240151,123.41667179999999,41.8102417,1538575577005,1538575577005,13,13
460000095018240151,123.41667179999999,41.8102417,1538577074215,1538577074215,13,13
460000095018240151,123.4136581,41.81689835,1538578037215.0,1538582086395.0,58.0,58.0
460000095028482910,123.31221770000002,41.56336975,1538496171342,1538496171342,35,35
460000095028482910,123.30462649999998,41.4851799,1538496473265,1538496473265,878,878
460000095028482910,123.3042603,41.47729874,1538496489805,1538496489805,833,833
460000095028482910,123.3132935,41.43418884,1538496645661,1538496645661,823,823
460000095028482910,123.2502594,41.39519119,1538496866246,1538496866246,1310,1310
460000095028482910,123.2049103,41.36706161,1538497012711,1538497012711,1311,1311
460000095028482910,123.3226318,41.41409683,1538497245827,1538497245827,1316,1316
460000095028482910,122.8650894,41.12710953,1538498223206,1538498223206,1314,1314
460000095028482910,122.84641270000002,41.11033249,1538498317338,1538498317338,881,881
460000095028482910,122.8225937,41.08805847,1538498380260,1538498380260,1312,1312
460000095040541608,123.3898087,41.81626892,1538496004916,1538496004916,1065,1065
460000095040541608,123.39118295,41.8093845,1538513166635.0,1538520377638.0,653.0,806.0
460000095040541608,123.406723,41.59967041,1538520857689,1538520857689,1066,1066
460000095040541608,123.37487790000002,41.53720856,1538520949611,1538520949611,1069,1069
460000095040541608,123.38453670000001,41.54256058,1538520999001,1538520999001,471,471
460000095040591270,123.39816280000001,41.81435013,1538496064006,1538496064006,1317,1317
460000095040591270,123.40216059999999,41.8132515,1538496412473,1538496412473,756,756
460000095040591270,123.39816280000001,41.81435013,1538496675145,1538496675145,1317,1317
460000095040591270,123.39816280000001,41.81435013,1538496778875,1538496778875,1317,1317
460000095040591270,123.40216059999999,41.8132515,1538500113850,1538500113850,756,756
460000095040591270,123.39816280000001,41.81435013,1538503813425,1538503813425,1317,1317
460000095040591270,123.39816280000001,41.81435013,1538503919334,1538503919334,1317,1317
460000095040591270,123.39816280000001,41.81435013,1538507118213,1538507118213,1317,1317
460000095040591270,123.39816280000001,41.81435013,1538509615985,1538509615985,1317,1317
460000095040591270,123.39816280000001,41.81435013,1538512630236,1538512630236,1317,1317
460000095040591270,123.39816280000001,41.81435013,1538517896355,1538517896355,1317,1317
460000095040591270,123.39816280000001,41.81435013,1538518561690,1538518561690,1317,1317
460000095040591270,123.40216059999999,41.8132515,1538527670258,1538527670258,756,756
460000095040591270,123.40216059999999,41.8132515,1538531323356,1538531323356,756,756
460000095040591270,123.40216059999999,41.8132515,1538531323542,1538531323542,756,756
460000095040591270,123.40216059999999,41.8132515,1538531702196,1538531702196,756,756
460000095040591270,123.40467453,41.81362088,1538533531174.0,1538535044263.0,756.0,761.0
460000095040591270,123.34158329999998,41.83486938,1538535683724,1538535683724,133,133
460000095040591270,123.3611298,41.85953903,1538536822183,1538536822183,1319,1319
460000095040591270,123.31288149999999,41.84870911,1538537309575,1538537309575,800,800
460000095040591270,123.31288149999999,41.84870911,1538537328067,1538537328067,800,800
460000095040591270,123.31288149999999,41.84870911,1538537610472,1538537610472,800,800
460000095040591270,123.31288149999999,41.84870911,1538537784757,1538537784757,800,800
460000095040591270,123.31288149999999,41.84870911,1538538318523,1538538318523,800,800
460000095040591270,123.31288149999999,41.84870911,1538541077967,1538541077967,800,800
460000095040591270,123.31288149999999,41.84870911,1538541098704,1538541098704,800,800
460000095040591270,123.31288149999999,41.84870911,1538542543793,1538542543793,800,800
460000095040591270,123.31288149999999,41.84870911,1538543114452,1538543114452,800,800
460000095040591270,123.31288149999999,41.84870911,1538544626596,1538544626596,800,800
460000095040591270,123.3128815,41.84870911,1538545572568.0,1538550519949.0,800.0,800.0
460000095040591270,123.31288149999999,41.84870911,1538551624751,1538551624751,800,800
460000095040591270,123.31288149999999,41.84870911,1538552971973,1538552971973,800,800
460000095040591270,123.31288149999999,41.84870911,1538553893579,1538553893579,800,800
460000095040591270,123.31288149999999,41.84870911,1538554913735,1538554913735,800,800
460000095040591270,123.31288149999999,41.84870911,1538556869100,1538556869100,800,800
460000095040591270,123.4131699,41.81354904,1538558875529,1538558875529,59,59
460000095040591270,123.4131699,41.81354904,1538558882557,1538558882557,59,59
460000095040591270,123.40872959999999,41.80886078,1538559384450,1538559384450,43,43
460000095040591270,123.40872959999999,41.80886078,1538559465378,1538559465378,43,43
460000095040591270,123.40872959999999,41.80886078,1538559492220,1538559492220,43,43
460000095040591270,123.40872959999999,41.80886078,1538561551762,1538561551762,43,43
460000095040591270,123.40216059999999,41.8132515,1538567963128,1538567963128,756,756
460000095040591270,123.40216059999999,41.8132515,1538570227558,1538570227558,756,756
460000095040591270,123.40216059999999,41.8132515,1538575066780,1538575066780,756,756
460000095040591270,123.40216059999999,41.8132515,1538575430335,1538575430335,756,756
460000095040591270,123.40216059999999,41.8132515,1538578429855,1538578429855,756,756
460000095040591270,123.40216059999999,41.8132515,1538578735780,1538578735780,756,756
460000095040591270,123.40216059999999,41.8132515,1538579322004,1538579322004,756,756
460000095040591270,123.40216059999999,41.8132515,1538580495770,1538580495770,756,756
460000095040591270,123.40216059999999,41.8132515,1538582129208,1538582129208,756,756
460000095057074060,123.4362564,41.81409836,1538497015867,1538497015867,95,95
460000095057074060,123.4362564,41.81409836,1538497044573,1538497044573,95,95
460000095057074060,123.4435272,41.81632996,1538500003264,1538500003264,93,93
460000095057074060,123.4362564,41.81409836,1538502565525,1538502565525,95,95
460000095057074060,123.4362564,41.81409836,1538502595351,1538502595351,95,95
460000095057074060,123.4362564,41.81409836,1538502630252,1538502630252,95,95
460000095057074060,123.4362564,41.81409836,1538506281943,1538506281943,95,95
460000095057074060,123.4362564,41.81409836,1538513044703,1538513044703,95,95
460000095057074060,123.4435272,41.81632996,1538513050563,1538513050563,93,93
460000095057074060,123.4435272,41.81632996,1538521151923,1538521151923,93,93
460000095057074060,123.4364777,41.81536865,1538521614516,1538521614516,92,92
460000095057074060,123.4364777,41.81536865,1538521714815,1538521714815,92,92
460000095057074060,123.4364777,41.81536865,1538521914815,1538521914815,92,92
460000095057074060,123.4364777,41.81536865,1538522513645,1538522513645,92,92
460000095057074060,123.44041336,41.81366621,1538524394905.0,1538525724336.0,92.0,103.0
460000095057074060,123.51294709999999,41.81296921,1538526068705,1538526068705,100,100
460000095057074060,123.5773392,41.84096146,1538526638716,1538526638716,101,101
460000095057074060,123.5701828,41.84872055,1538526757364,1538526757364,98,98
460000095057074060,123.79701999999999,41.89694977,1538527887621,1538527887621,105,105
460000095057074060,123.84249109999999,41.90208054,1538528047280,1538528047280,97,97
460000095057074060,123.84249109999999,41.90208054,1538528168199,1538528168199,97,97
460000095057074060,123.90718079999999,41.90761185,1538528299439,1538528299439,104,104
460000095057074060,123.9822388,41.91376114,1538528681318,1538528681318,96,96
460000095060523239,123.39301219,41.81896993,1538496060368.0,1538497904955.0,515.0,725.0
460000095060523239,123.36777258,41.85742378,1538498113700.0,1538499032263.0,689.0,696.0
460000095060523239,123.31312913,41.80391157,1538499150120.0,1538503072909.0,297.0,699.0
460000095060523239,123.29939270000001,41.79048157,1538511248310,1538511248310,700,700
460000095060523239,123.29939270000001,41.79048157,1538514078547,1538514078547,700,700
460000095060523239,123.29939270000001,41.79048157,1538517088914,1538517088914,700,700
460000095060523239,123.29939270000001,41.79048157,1538521585684,1538521585684,700,700
460000095060523239,123.29939270000001,41.79048157,1538532084411,1538532084411,700,700
460000095060523239,123.29939270000001,41.79048157,1538539691288,1538539691288,700,700
460000095060523239,123.29939270000001,41.79048157,1538539691332,1538539691332,700,700
460000095060523239,123.3007235,41.79072026,1538547944340.0,1538550438278.0,700.0,699.0
460000095060523239,123.3492432,41.76873016,1538551931009,1538551931009,273,273
460000095060523239,123.3743463,41.79761488,1538553307999.0,1538558630063.0,210.0,258.0
460000095060523239,123.3377228,41.76914978,1538559521885,1538559521885,201,201
460000095060523239,123.34355159999998,41.75003815,1538560160518,1538560160518,767,767
460000095060523239,123.3691483,41.76670837,1538560429681,1538560429681,710,710
460000095060523239,123.3877335,41.78232956,1538560783309,1538560783309,707,707
460000095060523239,123.3877335,41.78232956,1538560797019,1538560797019,707,707
460000095060523239,123.42530819999999,41.83148956,1538562178391,1538562178391,729,729
460000095060523239,123.45461270000001,41.83404922,1538562440231,1538562440231,529,529
460000095060523239,123.4206696,41.82857895,1538563291649,1538563291649,318,318
460000095060523239,123.42070770000001,41.83255005,1538563316849,1538563316849,730,730
460000095060523239,123.414093,41.86331177,1538563953852,1538563953852,708,708
460000095060523239,123.4173279,41.85960007,1538564031881,1538564031881,664,664
460000095060523239,123.4277878,41.86291122,1538564091939,1538564091939,724,724
460000095060523239,123.49922179999999,41.84148026,1538564463345,1538564463345,723,723
460000095060523239,123.4949493,41.80358887,1538565374938,1538565374938,740,740
460000095060523239,123.48747250000001,41.80281067,1538565431708,1538565431708,709,709
460000095060523239,123.4653778,41.77112961,1538566902180,1538566902180,768,768
460000095060523239,123.44046780000001,41.75371933,1538567186022,1538567186022,376,376
460000095060523239,123.4031906,41.7634201,1538567346376,1538567346376,746,746
460000095060523239,123.36238277,41.78140618,1538568466396.0,1538572621851.0,710.0,742.0
460000095060523239,123.3548279,41.8058815,1538573362705,1538573362705,745,745
460000095060523239,123.32994968,41.81586011,1538573493145.0,1538574424972.0,553.0,482.0
460000095060523239,123.32566070000001,41.7711792,1538574959109,1538574959109,290,290
460000095060523239,123.3336182,41.76951981,1538575376638,1538575376638,713,713
460000095060523239,123.3377228,41.76914978,1538575410791,1538575410791,201,201
460000095060523239,123.35215759999998,41.77743912,1538575740497,1538575740497,733,733
460000095060523239,123.35215759999998,41.77743912,1538575750397,1538575750397,733,733
460000095060523239,123.35279080000001,41.78551102,1538576081781,1538576081781,214,214
460000095060523239,123.38825557,41.81395041,1538576609516.0,1538579732575.0,743.0,54.0
460000095060523239,123.35763968,41.84169631,1538580194386.0,1538581183935.0,714.0,759.0
460000095060523239,123.35939029999999,41.80435944,1538581612001,1538581612001,606,606
460000095060523239,123.35939029999999,41.80435944,1538581612632,1538581612632,606,606
460000095060523239,123.34884640000001,41.79114151,1538581703096,1538581703096,163,163
460000095060523239,123.33889769999999,41.77386856,1538581950181,1538581950181,150,150
460000095060523239,123.35494229999999,41.76934052,1538582019463,1538582019463,212,212
460000095060523239,123.35832979999999,41.76795959,1538582044795,1538582044795,751,751
460000095060523239,123.3745193,41.76560974,1538582117046,1538582117046,752,752
460000095060523239,123.38121029999999,41.76419067,1538582128694,1538582128694,753,753
460000095062189004,123.41287401,41.80635537,1538497475589.0,1538499288857.0,10.0,0.0
460000095062189004,123.41596979999998,41.80778122,1538534959825,1538534959825,0,0
460000095062189004,123.4106903,41.80588913,1538560370535,1538560370535,131,131
460000095062189004,123.41596979999998,41.80778122,1538568445136,1538568445136,0,0
460000095062189004,123.41596979999998,41.80778122,1538575083258,1538575083258,0,0
460000095062225863,123.19116969999999,41.68534088,1538562802706,1538562802706,1322,1322
460000095062225863,123.5041275,41.64099884,1538564046113,1538564046113,197,197
460000095062225863,123.4925919,41.63954163,1538564227366,1538564227366,1325,1325
460000095062225863,123.4945068,41.63238144,1538565420871,1538565420871,1324,1324
460000095062225863,123.5041275,41.64099884,1538565502471,1538565502471,197,197
460000095062225863,123.49598689999999,41.63759995,1538565753126,1538565753126,1326,1326
460000095062225863,123.4642105,41.72201157,1538566487089,1538566487089,1327,1327
460000095062225863,123.3912888,41.76742935,1538567097483,1538567097483,180,180
460000095062225863,123.4003906,41.7820015,1538567269513,1538567269513,194,194
460000095062225863,123.4003906,41.7820015,1538567331052,1538567331052,194,194
460000095062225863,123.3970108,41.78289032,1538567372654,1538567372654,1321,1321
460000095062225863,123.3970108,41.78289032,1538567408524,1538567408524,1321,1321
460000095062225863,123.40872959999999,41.80886078,1538569056477,1538569056477,43,43
460000095062225863,123.40872959999999,41.80886078,1538570900057,1538570900057,43,43
460000095062225863,123.40872959999999,41.80886078,1538571652712,1538571652712,43,43
460000095062225863,123.40872959999999,41.80886078,1538572592152,1538572592152,43,43
