imsi,start,end,startPlot,endPlot,startlatitude,startlongitude,endlatitude,endlongitude,type
460000095007329090,2018-10-03 00:04:51.244000,2018-10-03 00:07:15.651000,0,0,123.41596979999998,41.80778122,123.41596979999998,41.80778122,1.0
460000095007329090,2018-10-03 00:07:15.651000,2018-10-03 00:49:42.010000,0,0,123.41596979999998,41.80778122,123.41596979999998,41.80778122,1.0
460000095007329090,2018-10-03 00:41:22.636000,2018-10-03 01:28:07.191000,6,0,123.411911,41.81045914,123.41596979999998,41.80778122,3.0
460000095007329090,2018-10-03 01:28:07.191000,2018-10-03 01:49:07.368000,0,0,123.41596979999998,41.80778122,123.41596979999998,41.80778122,1.0
460000095007329090,2018-10-03 01:49:07.368000,2018-10-03 04:25:11.031000,0,0,123.41596979999998,41.80778122,123.41596979999998,41.80778122,1.0
460000095007329090,2018-10-03 04:25:11.031000,2018-10-03 04:25:30.001000,0,0,123.41596979999998,41.80778122,123.41596979999998,41.80778122,1.0
460000095007329090,2018-10-03 04:25:30.001000,2018-10-03 05:18:44.356000,0,0,123.41596979999998,41.80778122,123.41596979999998,41.80778122,1.0
460000095007329090,2018-10-03 05:18:44.356000,2018-10-03 06:40:38.702000,0,0,123.41596979999998,41.80778122,123.41596979999998,41.80778122,1.0
460000095007329090,2018-10-03 06:40:38.702000,2018-10-03 07:03:49.415000,0,0,123.41596979999998,41.80778122,123.41596979999998,41.80778122,1.0
460000095007329090,2018-10-03 07:03:49.415000,2018-10-03 07:36:40.725000,0,0,123.41596979999998,41.80778122,123.41596979999998,41.80778122,1.0
460000095007329090,2018-10-03 07:36:40.725000,2018-10-03 07:39:41.221000,0,13,123.41596979999998,41.80778122,123.41667179999999,41.8102417,3.0
460000095007329090,2018-10-03 07:39:41.221000,2018-10-03 09:54:53.114000,13,11,123.41667179999999,41.8102417,123.43202209999998,41.80392075,4.0
460000095007329090,2018-10-03 07:51:12.084000,2018-10-03 12:04:23.036000,2,2,123.43125149999999,41.80846024,123.43125149999999,41.80846024,1.0
460000095007329090,2018-10-03 12:04:23.036000,2018-10-03 13:35:30.607000,2,2,123.43125149999999,41.80846024,123.43125149999999,41.80846024,1.0
460000095007329090,2018-10-03 13:35:30.607000,2018-10-03 13:55:15.281000,2,2,123.43125149999999,41.80846024,123.43125149999999,41.80846024,1.0
460000095007329090,2018-10-03 13:55:15.281000,2018-10-03 15:51:01.083000,2,2,123.43125149999999,41.80846024,123.43125149999999,41.80846024,1.0
460000095007329090,2018-10-03 15:51:01.083000,2018-10-03 20:37:55.235000,2,2,123.43125149999999,41.80846024,123.43125149999999,41.80846024,1.0
460000095007329090,2018-10-03 18:57:06.001000,2018-10-03 21:06:12.888000,9,5,123.4290314,41.81130981,123.41217040000001,41.8152504,4.0
460000095007329090,2018-10-03 20:43:31.983000,2018-10-03 22:19:55.802000,0,0,123.41596979999998,41.80778122,123.41596979999998,41.80778122,1.0
460000095007329090,2018-10-03 21:57:46,2018-10-03 23:51:32.720000,6,0,123.411911,41.81045914,123.41596979999998,41.80778122,3.0
460000095007687263,2018-10-03 00:01:52.893000,2018-10-03 00:09:00.474000,116,116,123.39877320000001,41.65663147,123.39877320000001,41.65663147,1.0
460000095007687263,2018-10-03 00:09:00.474000,2018-10-03 01:08:55.356000,116,116,123.39877320000001,41.65663147,123.39877320000001,41.65663147,1.0
460000095007687263,2018-10-03 01:08:55.356000,2018-10-03 01:28:42.885000,116,116,123.39877320000001,41.65663147,123.39877320000001,41.65663147,1.0
460000095007687263,2018-10-03 01:28:42.885000,2018-10-03 02:27:09.760000,116,116,123.39877320000001,41.65663147,123.39877320000001,41.65663147,1.0
460000095007687263,2018-10-03 02:27:09.760000,2018-10-03 03:06:15.367000,116,116,123.39877320000001,41.65663147,123.39877320000001,41.65663147,1.0
460000095007687263,2018-10-03 03:06:15.367000,2018-10-03 03:45:22.235000,116,116,123.39877320000001,41.65663147,123.39877320000001,41.65663147,1.0
460000095007687263,2018-10-03 03:45:22.235000,2018-10-03 06:12:13.791000,116,116,123.39877320000001,41.65663147,123.39877320000001,41.65663147,1.0
460000095007687263,2018-10-03 04:44:13.759000,2018-10-03 07:37:27.996000,116,116,123.39877320000001,41.65663147,123.39877320000001,41.65663147,1.0
460000095007687263,2018-10-03 07:37:27.996000,2018-10-03 07:47:26.885000,116,116,123.39877320000001,41.65663147,123.39877320000001,41.65663147,1.0
460000095007687263,2018-10-03 07:47:26.885000,2018-10-03 08:26:21.755000,116,116,123.39877320000001,41.65663147,123.39877320000001,41.65663147,1.0
460000095007687263,2018-10-03 08:26:21.755000,2018-10-03 09:41:20.957000,116,116,123.39877320000001,41.65663147,123.39877320000001,41.65663147,1.0
460000095007687263,2018-10-03 09:22:01.771000,2018-10-03 10:19:19.366000,116,116,123.39877320000001,41.65663147,123.39877320000001,41.65663147,1.0
460000095007687263,2018-10-03 10:19:19.366000,2018-10-03 10:42:22.899000,116,116,123.39877320000001,41.65663147,123.39877320000001,41.65663147,1.0
460000095007687263,2018-10-03 10:42:22.899000,2018-10-03 11:38:50.560000,116,116,123.39877320000001,41.65663147,123.39877320000001,41.65663147,1.0
460000095007687263,2018-10-03 11:38:50.560000,2018-10-03 12:16:30.390000,116,116,123.39877320000001,41.65663147,123.39877320000001,41.65663147,1.0
460000095007687263,2018-10-03 12:16:30.390000,2018-10-03 13:18:49.467000,116,134,123.39877320000001,41.65663147,123.39569850000001,41.66041946,3.0
460000095007687263,2018-10-03 13:18:49.467000,2018-10-03 13:19:56.674000,134,116,123.39569850000001,41.66041946,123.39877320000001,41.65663147,3.0
460000095007687263,2018-10-03 13:19:56.674000,2018-10-03 14:11:32.383000,116,116,123.39877320000001,41.65663147,123.39877320000001,41.65663147,1.0
460000095007687263,2018-10-03 13:58:06.389000,2018-10-03 14:18:34.780000,116,117,123.39877320000001,41.65663147,123.3872604,41.68149948,4.0
460000095007687263,2018-10-03 14:18:34.780000,2018-10-03 14:22:28.963000,117,127,123.3872604,41.68149948,123.4100418,41.71696854,4.0
460000095007687263,2018-10-03 14:22:28.963000,2018-10-03 14:26:39.575000,127,120,123.4100418,41.71696854,123.4054337,41.73435974,4.0
460000095007687263,2018-10-03 14:26:39.575000,2018-10-03 14:26:43.035000,120,120,123.4054337,41.73435974,123.4054337,41.73435974,1.0
460000095007687263,2018-10-03 14:26:43.035000,2018-10-03 14:30:45.660000,120,126,123.4054337,41.73435974,123.4003372,41.748909000000005,4.0
460000095007687263,2018-10-03 14:30:45.660000,2018-10-03 14:34:02.424000,126,118,123.4003372,41.748909000000005,123.3922501,41.76182175,4.0
460000095007687263,2018-10-03 14:34:02.424000,2018-10-03 14:36:11.871000,118,135,123.3922501,41.76182175,123.3636017,41.76478958,4.0
460000095007687263,2018-10-03 14:36:11.871000,2018-10-03 14:40:06.946000,135,121,123.3636017,41.76478958,123.3297577,41.79167938,4.0
460000095007687263,2018-10-03 14:40:06.946000,2018-10-03 15:15:27.375000,121,129,123.3297577,41.79167938,123.341301,41.83958817,4.0
460000095007687263,2018-10-03 15:15:27.375000,2018-10-03 15:16:32.296000,129,129,123.341301,41.83958817,123.341301,41.83958817,1.0
460000095007687263,2018-10-03 15:16:32.296000,2018-10-03 17:37:40.793000,129,133,123.341301,41.83958817,123.34158329999998,41.83486938,4.0
460000095007687263,2018-10-03 17:37:40.793000,2018-10-03 17:39:05.803000,133,122,123.34158329999998,41.83486938,123.33554840000002,41.82492065,4.0
460000095007687263,2018-10-03 17:39:05.803000,2018-10-03 20:07:38.237000,122,115,123.33554840000002,41.82492065,123.29720309999999,41.79404068,4.0
460000095007687263,2018-10-03 17:48:30.761000,2018-10-03 21:35:50.756000,124,56,123.31198119999999,41.79444885,123.41198729999999,41.8078804,4.0
460000095007687263,2018-10-03 20:36:54.081000,2018-10-03 23:22:10.279000,43,43,123.40872959999999,41.80886078,123.40872959999999,41.80886078,1.0
460000095007687263,2018-10-03 22:12:05.651000,2018-10-03 23:30:02.334000,131,130,123.4106903,41.80588913,123.4041824,41.78815842,4.0
460000095007687263,2018-10-03 23:30:02.334000,2018-10-03 23:32:26.508000,130,119,123.4041824,41.78815842,123.39682009999999,41.77841949,4.0
460000095007687263,2018-10-03 23:32:26.508000,2018-10-03 23:36:25.858000,119,123,123.39682009999999,41.77841949,123.3975372,41.7638588,4.0
460000095007687263,2018-10-03 23:36:25.858000,2018-10-03 23:45:16.324000,123,125,123.3975372,41.7638588,123.40747830000001,41.71160889,4.0
460000095007687263,2018-10-03 23:45:16.324000,2018-10-03 23:52:19.300000,125,132,123.40747830000001,41.71160889,123.38263700000002,41.67253876,4.0
460000095009768355,2018-10-03 06:37:25.575000,2018-10-03 08:38:52.621000,6,6,123.411911,41.81045914,123.411911,41.81045914,1.0
460000095009768355,2018-10-03 08:38:52.621000,2018-10-03 11:04:19.019000,6,6,123.411911,41.81045914,123.411911,41.81045914,1.0
460000095009768355,2018-10-03 10:55:51.406000,2018-10-03 11:40:14.658000,435,51,123.42254640000002,41.80387115,123.41519170000001,41.79349136,4.0
460000095009768355,2018-10-03 11:08:35.356000,2018-10-03 13:58:06.489000,441,666,123.4120865,41.78800964,123.4212189,41.79726028,4.0
460000095009768355,2018-10-03 11:50:47.382000,2018-10-03 14:47:24.409000,131,131,123.4106903,41.80588913,123.4106903,41.80588913,1.0
460000095009768355,2018-10-03 14:47:24.409000,2018-10-03 14:53:54.666000,131,112,123.4106903,41.80588913,123.40065,41.79916,4.0
460000095009768355,2018-10-03 14:51:25.455000,2018-10-03 15:06:21.510000,668,674,123.38937379999999,41.79671097,123.34529109999998,41.7778511,4.0
460000095009768355,2018-10-03 15:06:21.510000,2018-10-03 15:35:17.126000,674,679,123.34529109999998,41.7778511,123.3152695,41.76459885,4.0
460000095009768355,2018-10-03 15:12:31.462000,2018-10-03 15:49:01.638000,678,680,123.3141098,41.77170181,123.32441709999999,41.76126862,4.0
460000095009768355,2018-10-03 15:49:01.638000,2018-10-03 16:28:16.179000,680,670,123.32441709999999,41.76126862,123.34281159999999,41.77489853,4.0
460000095009768355,2018-10-03 16:02:28.413000,2018-10-03 17:24:55.107000,671,672,123.34278870000001,41.776241299999995,123.35928340000001,41.78012085,4.0
460000095009768355,2018-10-03 16:55:00.809000,2018-10-03 17:36:08.130000,672,673,123.35928340000001,41.78012085,123.38272090000001,41.7816391,4.0
460000095009768355,2018-10-03 17:36:08.130000,2018-10-03 17:36:52.209000,673,673,123.38272090000001,41.7816391,123.38272090000001,41.7816391,1.0
460000095009768355,2018-10-03 17:36:52.209000,2018-10-03 18:11:59.458000,673,6,123.38272090000001,41.7816391,123.411911,41.81045914,4.0
460000095009768355,2018-10-03 18:04:15.483000,2018-10-03 20:09:10.515000,10,6,123.4128571,41.80469894,123.411911,41.81045914,4.0
460000095009824436,2018-10-03 08:11:42.453000,2018-10-03 09:48:28.115000,1044,1044,123.38900759999999,41.81945038,123.38900759999999,41.81945038,1.0
460000095009824436,2018-10-03 09:04:45.325000,2018-10-03 10:10:05.177000,1047,395,123.3925705,41.82117844,123.40415949999999,41.81858826,4.0
460000095009824436,2018-10-03 09:51:30.601000,2018-10-03 11:26:07.960000,0,62,123.41596979999998,41.80778122,123.41438290000002,41.81169891,3.0
460000095009824436,2018-10-03 11:24:28.922000,2018-10-03 12:45:18.061000,0,0,123.41596979999998,41.80778122,123.41596979999998,41.80778122,1.0
460000095009824436,2018-10-03 12:45:18.061000,2018-10-03 12:47:00.542000,0,0,123.41596979999998,41.80778122,123.41596979999998,41.80778122,1.0
460000095009824436,2018-10-03 12:47:00.542000,2018-10-03 15:31:20.905000,0,0,123.41596979999998,41.80778122,123.41596979999998,41.80778122,1.0
460000095009824436,2018-10-03 13:40:42.206000,2018-10-03 16:19:26.538000,0,0,123.41596979999998,41.80778122,123.41596979999998,41.80778122,1.0
460000095009824436,2018-10-03 16:19:26.538000,2018-10-03 16:47:11.893000,0,0,123.41596979999998,41.80778122,123.41596979999998,41.80778122,1.0
460000095009824436,2018-10-03 16:47:11.893000,2018-10-03 17:30:27.790000,0,0,123.41596979999998,41.80778122,123.41596979999998,41.80778122,1.0
460000095009824436,2018-10-03 17:20:41.544000,2018-10-03 18:32:56.927000,0,0,123.41596979999998,41.80778122,123.41596979999998,41.80778122,1.0
460000095009824436,2018-10-03 18:02:50.802000,2018-10-03 20:57:42.098000,0,0,123.41596979999998,41.80778122,123.41596979999998,41.80778122,1.0
460000095009824436,2018-10-03 19:38:53.378000,2018-10-03 23:10:20.680000,0,1048,123.41596979999998,41.80778122,123.4078827,41.79407883,4.0
460000095009824436,2018-10-03 23:10:20.680000,2018-10-03 23:10:23.298000,1048,1048,123.4078827,41.79407883,123.4078827,41.79407883,1.0
460000095018240151,2018-10-03 00:09:01.741000,2018-10-03 10:40:14.791000,58,13,123.4136581,41.81689835,123.41667179999999,41.8102417,4.0
460000095018240151,2018-10-03 03:08:03.474000,2018-10-03 10:44:12.462000,676,757,123.41800690000001,41.809619899999994,123.3980179,41.80838013,4.0
460000095018240151,2018-10-03 10:44:12.462000,2018-10-03 10:45:04.463000,757,642,123.3980179,41.80838013,123.3872375,41.81021118,4.0
460000095018240151,2018-10-03 10:45:04.463000,2018-10-03 10:47:01.562000,642,1049,123.3872375,41.81021118,123.3706284,41.81869888,4.0
460000095018240151,2018-10-03 10:47:01.562000,2018-10-03 10:47:01.618000,1049,1049,123.3706284,41.81869888,123.3706284,41.81869888,1.0
460000095018240151,2018-10-03 10:47:01.618000,2018-10-03 11:59:29.232000,1049,606,123.3706284,41.81869888,123.35939029999999,41.80435944,4.0
460000095018240151,2018-10-03 10:53:45.697000,2018-10-03 14:44:24.428000,1061,182,123.3468018,41.77865982,123.36293789999999,41.77523041,4.0
460000095018240151,2018-10-03 12:12:44.499000,2018-10-03 14:58:13.157000,672,258,123.35928340000001,41.78012085,123.3720703,41.79911041,4.0
460000095018240151,2018-10-03 14:52:57.732000,2018-10-03 15:17:35.625000,446,62,123.38265990000002,41.8101387,123.41438290000002,41.81169891,4.0
460000095018240151,2018-10-03 15:08:38.767000,2018-10-03 15:27:53.118000,332,546,123.4207916,41.81219864,123.45690159999998,41.82500839,4.0
460000095018240151,2018-10-03 15:27:53.118000,2018-10-03 16:19:58.460000,546,13,123.45690159999998,41.82500839,123.41667179999999,41.8102417,4.0
460000095018240151,2018-10-03 16:10:47.105000,2018-10-03 16:50:23.369000,1057,13,123.424881,41.80987929999999,123.41667179999999,41.8102417,4.0
460000095018240151,2018-10-03 16:50:23.369000,2018-10-03 17:15:41.821000,13,64,123.41667179999999,41.8102417,123.40870670000001,41.80638123,4.0
460000095018240151,2018-10-03 17:15:41.821000,2018-10-03 19:08:24.876000,64,58,123.40870670000001,41.80638123,123.4136581,41.81689835,4.0
460000095018240151,2018-10-03 17:57:31.989000,2018-10-03 20:24:19.397000,13,13,123.41667179999999,41.8102417,123.41667179999999,41.8102417,1.0
460000095018240151,2018-10-03 20:24:19.397000,2018-10-03 20:36:20.150000,13,13,123.41667179999999,41.8102417,123.41667179999999,41.8102417,1.0
460000095018240151,2018-10-03 20:36:20.150000,2018-10-03 23:54:46.395000,13,13,123.41667179999999,41.8102417,123.41667179999999,41.8102417,1.0
460000095028482910,2018-10-03 00:02:51.342000,2018-10-03 00:07:53.265000,35,878,123.31221770000002,41.56336975,123.30462649999998,41.4851799,3.0
460000095028482910,2018-10-03 00:07:53.265000,2018-10-03 00:08:09.805000,878,833,123.30462649999998,41.4851799,123.3042603,41.47729874,3.0
460000095028482910,2018-10-03 00:08:09.805000,2018-10-03 00:10:45.661000,833,823,123.3042603,41.47729874,123.3132935,41.43418884,4.0
460000095028482910,2018-10-03 00:10:45.661000,2018-10-03 00:14:26.246000,823,1310,123.3132935,41.43418884,123.2502594,41.39519119,4.0
460000095028482910,2018-10-03 00:14:26.246000,2018-10-03 00:16:52.711000,1310,1311,123.2502594,41.39519119,123.2049103,41.36706161,4.0
460000095028482910,2018-10-03 00:16:52.711000,2018-10-03 00:20:45.827000,1311,1316,123.2049103,41.36706161,123.3226318,41.41409683,4.0
460000095028482910,2018-10-03 00:20:45.827000,2018-10-03 00:37:03.206000,1316,1314,123.3226318,41.41409683,122.8650894,41.12710953,3.0
460000095028482910,2018-10-03 00:37:03.206000,2018-10-03 00:38:37.338000,1314,881,122.8650894,41.12710953,122.84641270000002,41.11033249,3.0
460000095028482910,2018-10-03 00:38:37.338000,2018-10-03 00:39:40.260000,881,1312,122.84641270000002,41.11033249,122.8225937,41.08805847,3.0
460000095040541608,2018-10-03 00:00:04.916000,2018-10-03 05:43:00.217000,1065,653,123.3898087,41.81626892,123.3876038,41.82257843,4.0
460000095040541608,2018-10-03 04:46:06.635000,2018-10-03 06:39:57.765000,642,1068,123.3872375,41.81021118,123.3938675,41.794979100000006,4.0
460000095040541608,2018-10-03 05:55:53.352000,2018-10-03 06:46:07.313000,916,880,123.3974915,41.79610062,123.3870926,41.78590775,4.0
460000095040541608,2018-10-03 06:46:07.313000,2018-10-03 06:46:17.638000,880,806,123.3870926,41.78590775,123.38919070000001,41.78546906,3.0
460000095040541608,2018-10-03 06:46:17.638000,2018-10-03 06:54:17.689000,806,1066,123.38919070000001,41.78546906,123.406723,41.59967041,4.0
460000095040541608,2018-10-03 06:54:17.689000,2018-10-03 06:55:49.611000,1066,1069,123.406723,41.59967041,123.37487790000002,41.53720856,4.0
460000095040541608,2018-10-03 06:55:49.611000,2018-10-03 06:56:39.001000,1069,471,123.37487790000002,41.53720856,123.38453670000001,41.54256058,3.0
460000095040591270,2018-10-03 00:01:04.006000,2018-10-03 01:08:33.850000,1317,756,123.39816280000001,41.81435013,123.40216059999999,41.8132515,4.0
460000095040591270,2018-10-03 01:08:33.850000,2018-10-03 02:10:13.425000,756,1317,123.40216059999999,41.8132515,123.39816280000001,41.81435013,4.0
460000095040591270,2018-10-03 02:10:13.425000,2018-10-03 02:11:59.334000,1317,1317,123.39816280000001,41.81435013,123.39816280000001,41.81435013,1.0
460000095040591270,2018-10-03 02:11:59.334000,2018-10-03 03:05:18.213000,1317,1317,123.39816280000001,41.81435013,123.39816280000001,41.81435013,1.0
460000095040591270,2018-10-03 03:05:18.213000,2018-10-03 03:46:55.985000,1317,1317,123.39816280000001,41.81435013,123.39816280000001,41.81435013,1.0
460000095040591270,2018-10-03 03:46:55.985000,2018-10-03 04:37:10.236000,1317,1317,123.39816280000001,41.81435013,123.39816280000001,41.81435013,1.0
460000095040591270,2018-10-03 04:37:10.236000,2018-10-03 06:04:56.355000,1317,1317,123.39816280000001,41.81435013,123.39816280000001,41.81435013,1.0
460000095040591270,2018-10-03 06:04:56.355000,2018-10-03 06:16:01.690000,1317,1317,123.39816280000001,41.81435013,123.39816280000001,41.81435013,1.0
460000095040591270,2018-10-03 06:16:01.690000,2018-10-03 08:47:50.258000,1317,756,123.39816280000001,41.81435013,123.40216059999999,41.8132515,4.0
460000095040591270,2018-10-03 08:47:50.258000,2018-10-03 09:55:02.196000,756,756,123.40216059999999,41.8132515,123.40216059999999,41.8132515,1.0
460000095040591270,2018-10-03 09:48:43.356000,2018-10-03 10:50:44.263000,756,756,123.40216059999999,41.8132515,123.40216059999999,41.8132515,1.0
460000095040591270,2018-10-03 10:25:31.174000,2018-10-03 11:01:23.724000,761,133,123.405571,41.81143188,123.34158329999998,41.83486938,4.0
460000095040591270,2018-10-03 11:01:23.724000,2018-10-03 11:20:22.183000,133,1319,123.34158329999998,41.83486938,123.3611298,41.85953903,4.0
460000095040591270,2018-10-03 11:20:22.183000,2018-10-03 11:45:18.523000,1319,800,123.3611298,41.85953903,123.31288149999999,41.84870911,4.0
460000095040591270,2018-10-03 11:28:29.575000,2018-10-03 16:21:53.735000,800,800,123.31288149999999,41.84870911,123.31288149999999,41.84870911,1.0
460000095040591270,2018-10-03 12:31:17.967000,2018-10-03 16:54:29.100000,800,800,123.31288149999999,41.84870911,123.31288149999999,41.84870911,1.0
460000095040591270,2018-10-03 16:54:29.100000,2018-10-03 17:38:12.220000,800,59,123.31288149999999,41.84870911,123.4131699,41.81354904,4.0
460000095040591270,2018-10-03 17:27:55.529000,2018-10-03 18:12:31.762000,43,43,123.40872959999999,41.80886078,123.40872959999999,41.80886078,1.0
460000095040591270,2018-10-03 18:12:31.762000,2018-10-03 19:59:23.128000,43,756,123.40872959999999,41.80886078,123.40216059999999,41.8132515,4.0
460000095040591270,2018-10-03 19:59:23.128000,2018-10-03 20:37:07.558000,756,756,123.40216059999999,41.8132515,123.40216059999999,41.8132515,1.0
460000095040591270,2018-10-03 20:37:07.558000,2018-10-03 21:57:46.780000,756,756,123.40216059999999,41.8132515,123.40216059999999,41.8132515,1.0
460000095040591270,2018-10-03 21:57:46.780000,2018-10-03 22:03:50.335000,756,756,123.40216059999999,41.8132515,123.40216059999999,41.8132515,1.0
460000095040591270,2018-10-03 22:03:50.335000,2018-10-03 23:55:29.208000,756,756,123.40216059999999,41.8132515,123.40216059999999,41.8132515,1.0
460000095057074060,2018-10-03 00:16:55.867000,2018-10-03 00:17:24.573000,95,95,123.4362564,41.81409836,123.4362564,41.81409836,1.0
460000095057074060,2018-10-03 00:17:24.573000,2018-10-03 01:06:43.264000,95,93,123.4362564,41.81409836,123.4435272,41.81632996,3.0
460000095057074060,2018-10-03 01:06:43.264000,2018-10-03 01:50:30.252000,93,95,123.4435272,41.81632996,123.4362564,41.81409836,4.0
460000095057074060,2018-10-03 01:49:25.525000,2018-10-03 02:51:21.943000,95,95,123.4362564,41.81409836,123.4362564,41.81409836,1.0
460000095057074060,2018-10-03 02:51:21.943000,2018-10-03 04:44:04.703000,95,95,123.4362564,41.81409836,123.4362564,41.81409836,1.0
460000095057074060,2018-10-03 04:44:04.703000,2018-10-03 04:44:10.563000,95,93,123.4362564,41.81409836,123.4435272,41.81632996,3.0
460000095057074060,2018-10-03 04:44:10.563000,2018-10-03 07:21:53.645000,93,93,123.4435272,41.81632996,123.4435272,41.81632996,1.0
460000095057074060,2018-10-03 06:59:11.923000,2018-10-03 08:10:53.452000,92,92,123.4364777,41.81536865,123.4364777,41.81536865,1.0
460000095057074060,2018-10-03 07:53:14.905000,2018-10-03 08:15:06.755000,95,102,123.4362564,41.81409836,123.44982150000001,41.8127594,4.0
460000095057074060,2018-10-03 08:15:06.755000,2018-10-03 08:15:24.336000,102,103,123.44982150000001,41.8127594,123.45134740000002,41.80987167,4.0
460000095057074060,2018-10-03 08:15:24.336000,2018-10-03 08:21:08.705000,103,100,123.45134740000002,41.80987167,123.51294709999999,41.81296921,4.0
460000095057074060,2018-10-03 08:21:08.705000,2018-10-03 08:30:38.716000,100,101,123.51294709999999,41.81296921,123.5773392,41.84096146,4.0
