imsi,longitude,latitude,plot,date_time
460000095060523239,123.3370209,41.82825851,1161,2018-10-03 00:52:30.120
460000095060523239,123.33554840000002,41.82492065,1162,2018-10-03 00:52:45.260
460000095060523239,123.3303223,41.80522919,1184,2018-10-03 01:37:24.834
460000095060523239,123.2993927,41.79048157,1101,2018-10-03 04:14:08.310
460000095060523239,123.2993927,41.79048157,1101,2018-10-03 05:01:18.547
460000095060523239,123.2993927,41.79048157,1101,2018-10-03 05:51:28.914
460000095060523239,123.2993927,41.79048157,1101,2018-10-03 07:06:25.684
460000095060523239,123.2993927,41.79048157,1102,2018-10-03 10:01:24.411
460000095060523239,123.2993927,41.79048157,1102,2018-10-03 12:08:11.288
460000095060523239,123.2993927,41.79048157,1102,2018-10-03 12:08:11.332
460000095060523239,123.3492432,41.76873016,409,2018-10-03 15:32:11.009
460000095060523239,123.3834229,41.78184128,1210,2018-10-03 15:55:07.999
460000095060523239,123.3635864,41.7950592,1109,2018-10-03 16:03:28.117
460000095060523239,123.3680878,41.8008194,1212,2018-10-03 16:06:31.515
460000095060523239,123.3657303,41.79813004,1137,2018-10-03 16:06:43.720
460000095060523239,123.3857422,41.82580185,1018,2018-10-03 16:19:21.924
460000095060523239,123.4133606,41.82601166,122,2018-10-03 16:32:04.680
460000095060523239,123.415947,41.82638931,130,2018-10-03 16:32:06.684
460000095060523239,123.39832309999998,41.81044006,750,2018-10-03 16:38:26.686
460000095060523239,123.3633804,41.78763962,1129,2018-10-03 16:53:44.262
460000095060523239,123.35877990000002,41.79177856,1213,2018-10-03 16:55:42.757
460000095060523239,123.3377228,41.76914978,1124,2018-10-03 17:38:41.885
460000095060523239,123.34355159999998,41.75003815,1218,2018-10-03 17:49:20.518
460000095060523239,123.3691483,41.76670837,1149,2018-10-03 17:53:49.681
460000095060523239,123.3877335,41.78232956,1114,2018-10-03 17:59:43.309
460000095060523239,123.3877335,41.78232956,1114,2018-10-03 17:59:57.019
460000095060523239,123.4253082,41.83148956,1150,2018-10-03 18:22:58.391
460000095060523239,123.4546127,41.83404922,805,2018-10-03 18:27:20.231
460000095060523239,123.4206696,41.82857895,484,2018-10-03 18:41:31.649
460000095060523239,123.4207077,41.83255005,1151,2018-10-03 18:41:56.849
460000095060523239,123.414093,41.86331177,1116,2018-10-03 18:52:33.852
460000095060523239,123.4173279,41.85960007,1115,2018-10-03 18:53:51.881
460000095060523239,123.4277878,41.86291122,1143,2018-10-03 18:54:51.939
460000095060523239,123.4992218,41.84148026,1142,2018-10-03 19:01:03.345
460000095060523239,123.4949493,41.80358887,1168,2018-10-03 19:16:14.938
460000095060523239,123.4874725,41.80281067,1117,2018-10-03 19:17:11.708
460000095060523239,123.4653778,41.77112961,1219,2018-10-03 19:41:42.180
460000095060523239,123.4404678,41.75371933,571,2018-10-03 19:46:26.022
460000095060523239,123.4031906,41.7634201,1178,2018-10-03 19:49:06.376
460000095060523239,123.3691483,41.76670837,1119,2018-10-03 20:07:46.396
460000095060523239,123.3691483,41.76670837,1119,2018-10-03 20:07:49.966
460000095060523239,123.3667068,41.76823044,1153,2018-10-03 20:08:22.696
460000095060523239,123.3683929,41.81520844,1173,2018-10-03 21:09:49.339
460000095060523239,123.3548279,41.8058815,1174,2018-10-03 21:29:22.705
460000095060523239,123.33554840000002,41.82492065,1175,2018-10-03 21:36:43.148
460000095060523239,123.3256607,41.7711792,1221,2018-10-03 21:55:59.109
460000095060523239,123.3336182,41.76951981,1123,2018-10-03 22:02:56.638
460000095060523239,123.3377228,41.76914978,1124,2018-10-03 22:03:30.791
460000095060523239,123.35215759999998,41.77743912,1156,2018-10-03 22:09:00.497
460000095060523239,123.35215759999998,41.77743912,1156,2018-10-03 22:09:10.397
460000095060523239,123.3527908,41.78551102,313,2018-10-03 22:14:41.781
460000095060523239,123.3667831,41.80855179,1172,2018-10-03 22:23:29.516
460000095060523239,123.36985020000002,41.80355072,1130,2018-10-03 22:25:51.677
460000095060523239,123.3646774,41.8122406,1208,2018-10-03 22:29:36.850
460000095060523239,123.3530121,41.81489944,1157,2018-10-03 22:32:11.426
460000095060523239,123.3276978,41.82641983,1131,2018-10-03 22:38:23.972
460000095060523239,123.3436508,41.82538986,1193,2018-10-03 22:41:21.981
460000095060523239,123.3436508,41.82538986,803,2018-10-03 22:42:05.276
460000095060523239,123.3736496,41.81726837,1132,2018-10-03 22:43:29.096
460000095060523239,123.4359512,41.82593155,459,2018-10-03 22:58:10.070
460000095060523239,123.3653107,41.83895874,1128,2018-10-03 23:23:14.386
460000095060523239,123.34655,41.83549881,1197,2018-10-03 23:32:01.122
460000095060523239,123.34655,41.83549881,1198,2018-10-03 23:32:11.546
460000095060523239,123.34655,41.83549881,1198,2018-10-03 23:32:37.096
460000095060523239,123.3664169,41.82369995,1186,2018-10-03 23:35:55.926
460000095060523239,123.3755112,41.83227158,1199,2018-10-03 23:39:43.935
460000095060523239,123.3593903,41.80435944,918,2018-10-03 23:46:52.001
460000095060523239,123.3593903,41.80435944,918,2018-10-03 23:46:52.632
460000095060523239,123.3488464,41.79114151,254,2018-10-03 23:48:23.096
460000095060523239,123.3388977,41.77386856,1216,2018-10-03 23:52:30.181
460000095060523239,123.3549423,41.76934052,311,2018-10-03 23:53:39.463
460000095060523239,123.3583298,41.76795959,1187,2018-10-03 23:54:04.795
460000095060523239,123.3745193,41.76560974,1188,2018-10-03 23:55:17.046
460000095060523239,123.3812103,41.76419067,1189,2018-10-03 23:55:28.694
460000095062189004,123.41596979999998,41.80778122,11,2018-10-03 10:49:19.825
460000095062189004,123.4106903,41.80588913,194,2018-10-03 17:52:50.535
460000095062189004,123.41596979999998,41.80778122,11,2018-10-03 20:07:25.136
460000095062189004,123.41596979999998,41.80778122,11,2018-10-03 21:58:03.258
460000095062225863,123.1911697,41.68534088,2361,2018-10-03 18:33:22.706
460000095062225863,123.4642105,41.72201157,2369,2018-10-03 19:34:47.089
460000095062225863,123.3912888,41.76742935,2360,2018-10-03 19:44:57.483
460000095062225863,123.4087296,41.80886078,58,2018-10-03 20:17:36.477
460000095062225863,123.4087296,41.80886078,58,2018-10-03 20:48:20.057
460000095062225863,123.4087296,41.80886078,58,2018-10-03 21:00:52.712
460000095062225863,123.4087296,41.80886078,58,2018-10-03 21:16:32.152
460000095063856923,123.4012222,41.85905838,2456,2018-10-03 03:37:42.120
460000095063856923,123.4225235,41.82743073,2451,2018-10-03 05:12:13.112
460000095063856923,123.4225235,41.82743073,2451,2018-10-03 06:42:54.400
460000095063856923,123.4225235,41.82743073,2451,2018-10-03 09:14:42.937
460000095063856923,123.4225235,41.82743073,2451,2018-10-03 13:01:06.352
460000095063856923,123.4225235,41.82743073,2451,2018-10-03 13:36:00.310
460000095063856923,123.4225235,41.82743073,2452,2018-10-03 14:04:00.851
460000095063856923,123.4225235,41.82743073,2452,2018-10-03 14:27:54.527
460000095063856923,123.4225235,41.82743073,2451,2018-10-03 16:55:50.090
460000095063856923,123.4225235,41.82743073,2454,2018-10-03 17:23:10.537
460000095063856923,123.4225235,41.82743073,2451,2018-10-03 17:44:27.200
460000095063856923,123.4225235,41.82743073,2451,2018-10-03 18:41:28.756
460000095063856923,123.4225235,41.82743073,2451,2018-10-03 21:16:51.878
460000095063856923,123.4225235,41.82743073,2451,2018-10-03 21:25:59.562
460000095063856923,123.4225235,41.82743073,2451,2018-10-03 22:03:54.902
460000095063881983,123.4128571,41.80469894,16,2018-10-03 05:29:20.216
460000095063881983,123.4154205,41.80363083,1275,2018-10-03 05:41:22.390
460000095063881983,123.41596979999998,41.80778122,12,2018-10-03 06:29:53.555
460000095063881983,123.4119873,41.8078804,528,2018-10-03 09:55:26.629
460000095063881983,123.4119873,41.8078804,528,2018-10-03 11:22:29.870
460000095063881983,123.4119873,41.8078804,528,2018-10-03 22:26:28.630
460000095063881983,123.4128571,41.80469894,16,2018-10-03 22:41:13.394
460000095063881983,123.4267578,41.80054855,1276,2018-10-03 22:45:26.665
460000095063881983,123.4154205,41.80363083,1275,2018-10-03 23:41:28.265
460000095063979850,123.3691483,41.76670837,1149,2018-10-03 08:55:27.474
460000095063979850,123.3664627,41.76753998,2391,2018-10-03 10:10:01.870
460000095063979850,123.3614578,41.76667023,2406,2018-10-03 10:12:35.010
460000095063979850,123.3492432,41.76873016,409,2018-10-03 10:16:14.078
460000095063979850,123.2902298,41.76979828,2385,2018-10-03 10:26:09.128
460000095063979850,123.23985290000002,41.7648201,2392,2018-10-03 10:30:10.771
460000095063979850,123.2273483,41.76507187,2404,2018-10-03 10:33:00.198
460000095063979850,123.19760890000002,41.76462173,2415,2018-10-03 10:34:12.062
460000095063979850,123.1649933,41.7436409,2378,2018-10-03 10:52:44.401
460000095063979850,123.1649933,41.7436409,2378,2018-10-03 10:55:06.599
460000095063979850,123.1649933,41.7436409,2378,2018-10-03 13:13:25.154
460000095063979850,123.1874008,41.77779007,2407,2018-10-03 13:24:05.548
460000095063979850,123.1894608,41.78302002,2376,2018-10-03 13:26:26.745
460000095063979850,123.1947632,41.79299164,2377,2018-10-03 13:28:00.284
460000095063979850,123.1914215,41.82538986,2401,2018-10-03 13:29:13.282
460000095063979850,123.1989288,41.83605957,2402,2018-10-03 13:31:21.847
460000095063979850,123.2186127,41.87506866,213,2018-10-03 13:35:58.417
460000095063979850,123.2182083,41.85871124,2398,2018-10-03 13:35:59.869
460000095063979850,123.2186127,41.87506866,213,2018-10-03 13:37:08.093
460000095063979850,123.1963196,41.87314987,1894,2018-10-03 13:39:40.924
460000095063979850,123.0633774,41.91463089,2416,2018-10-03 13:45:25.862
460000095063979850,123.0617218,41.92488098,2379,2018-10-03 13:48:26.478
460000095063979850,123.0633774,41.91463089,2390,2018-10-03 13:51:15.101
460000095063979850,123.0617218,41.92488098,2394,2018-10-03 13:56:59.780
460000095063979850,122.995697,41.97851181,2400,2018-10-03 14:04:57.182
460000095063979850,122.9729919,41.97909927,2409,2018-10-03 14:05:25.956
460000095063979850,122.995697,41.97851181,2411,2018-10-03 14:12:19.871
460000095063979850,122.9729919,41.97909927,2410,2018-10-03 14:15:46.316
460000095063979850,122.9704895,41.99243164,2381,2018-10-03 14:30:03.950
460000095063979850,122.9983902,42.02111053,2412,2018-10-03 14:33:11.144
460000095063979850,122.9729919,41.97909927,2409,2018-10-03 14:38:04.621
460000095063979850,123.0349503,41.96205902,2382,2018-10-03 14:42:16.834
460000095063979850,123.0257492,41.95175934,2383,2018-10-03 14:43:13.116
460000095063979850,123.0257492,41.95175934,2396,2018-10-03 14:43:50.137
460000095063979850,123.0617218,41.92488098,2394,2018-10-03 14:49:50.914
460000095063979850,123.0633774,41.91463089,2390,2018-10-03 14:54:17.221
460000095063979850,123.1096497,41.91384888,2403,2018-10-03 14:59:39.615
460000095063979850,123.1096497,41.91384888,2388,2018-10-03 15:01:31.079
460000095063979850,123.1221466,41.9006691,2417,2018-10-03 15:03:12.489
460000095063979850,123.1963196,41.87314987,1894,2018-10-03 15:06:06.210
460000095063979850,123.1963196,41.87314987,1894,2018-10-03 16:19:02.438
460000095063979850,123.2182083,41.85871124,2398,2018-10-03 16:20:40.859
460000095063979850,123.2182083,41.85871124,2398,2018-10-03 16:20:45.424
460000095063979850,123.2182083,41.85871124,2398,2018-10-03 16:21:16.666
460000095063979850,123.3276978,41.82641983,2399,2018-10-03 16:42:29.635
460000095063979850,123.3370209,41.82825851,2395,2018-10-03 16:43:45.963
460000095063979850,123.3498383,41.8263092,1463,2018-10-03 16:44:00.717
460000095063979850,123.3498383,41.8263092,2067,2018-10-03 16:45:38.979
460000095063979850,123.3848801,41.81599045,964,2018-10-03 16:48:08.133
460000095063979850,123.3919601,41.81158066,1299,2018-10-03 16:49:07.895
460000095064919090,123.4193115,41.78630829,325,2018-10-03 01:34:34.543
460000095064919090,123.4193115,41.78630829,325,2018-10-03 02:13:49.232
460000095064919090,123.4193115,41.78630829,325,2018-10-03 03:10:23.234
460000095064919090,123.4221497,41.78771973,327,2018-10-03 03:21:58.494
460000095064919090,123.4270782,41.78303909,321,2018-10-03 11:12:05.880
460000095064919090,123.4268494,41.78609085,320,2018-10-03 14:22:40.054
460000095064919090,123.4268494,41.78609085,320,2018-10-03 14:24:23.490
460000095064919090,123.4270782,41.78303909,321,2018-10-03 14:27:27.904
460000095064919090,123.4268494,41.78609085,320,2018-10-03 16:03:18.058
460000095064919090,123.4268494,41.78609085,320,2018-10-03 16:22:31.274
460000095064919090,123.4087067,41.80638123,97,2018-10-03 23:46:24.626
460000095064990351,123.4008865,41.80546951,1338,2018-10-03 00:17:39.132
460000095064990351,123.4008865,41.80546951,1338,2018-10-03 01:00:07.162
460000095064990351,123.4008865,41.80546951,1338,2018-10-03 01:57:40.769
460000095064990351,123.4008865,41.80546951,1338,2018-10-03 02:35:22.727
460000095064990351,123.4008865,41.80546951,1338,2018-10-03 02:47:41.417
460000095064990351,123.4008865,41.80546951,1338,2018-10-03 03:37:42.060
460000095064990351,123.4008865,41.80546951,1338,2018-10-03 06:10:13.278
460000095064990351,123.4008865,41.80546951,1338,2018-10-03 06:53:12.160
460000095064990351,123.4008865,41.80546951,1338,2018-10-03 07:23:44.162
460000095064990351,123.4008865,41.80546951,1338,2018-10-03 07:26:13.911
460000095064990351,123.4008865,41.80546951,1338,2018-10-03 07:36:24.001
460000095064990351,123.4117737,41.83089066,2419,2018-10-03 07:45:57.329
460000095064990351,123.4079819,41.85531998,2425,2018-10-03 07:52:21.648
460000095064990351,123.4087219,41.85224915,2430,2018-10-03 09:01:01.181
460000095064990351,123.4113922,41.83663177,2429,2018-10-03 09:06:12.988
460000095064990351,123.4078064,41.81684113,2422,2018-10-03 13:50:18.179
460000095064990351,123.4085693,41.81219864,2418,2018-10-03 19:05:00.316
460000095064990351,123.4085693,41.81219864,2418,2018-10-03 21:34:46.484
460000095064990351,123.4085693,41.81219864,2418,2018-10-03 21:48:21.591
460000095071779102,123.4142914,41.83049011,1778,2018-10-03 01:46:36.826
460000095071779102,123.4142914,41.83049011,1778,2018-10-03 01:50:29.211
460000095071779102,123.4142914,41.83049011,1778,2018-10-03 01:50:55.110
460000095071779102,123.4142914,41.83049011,1778,2018-10-03 02:29:00.755
460000095071779102,123.4142914,41.83049011,1778,2018-10-03 04:04:30.934
460000095071779102,123.4142914,41.83049011,1778,2018-10-03 04:29:22.040
460000095071779102,123.4142914,41.83049011,1778,2018-10-03 04:42:18.291
460000095071779102,123.4142914,41.83049011,1778,2018-10-03 05:09:37.964
460000095071779102,123.4142914,41.83049011,1778,2018-10-03 05:21:49.899
460000095071779102,123.4142914,41.83049011,1778,2018-10-03 08:37:42.074
460000095071779102,123.4142914,41.83049011,1778,2018-10-03 09:07:48.410
460000095071779102,123.4064331,41.81716919,608,2018-10-03 14:36:36.948
460000095071779102,123.4064331,41.81716919,608,2018-10-03 14:55:28.587
